VNUM	LOCALE_NAME
64024	Blue Shard (Antique)
64025	Blue Shard (Leg.)
64031	Enchant Crystal
64032	Crystal Serum (1h)
64033	Crystal Serum (3h)
64034	Crystal Serum (6h)
64035	Pergamena Magica
31278	Smaragd Plate
31277	Shim. Gold Pearl
50940	Tamer (Monsters)
50941	Tamer (Monsters) av.
50942	Tamer (Monsters) exp.
50950	Tamer (Metin Stones)
50951	Tamer (Metin Stones) av.
50952	Tamer (Metin Stones) exp.
50960	Tamer (Bosses)
50961	Tamer (Bosses) av.
50962	Tamer (Bosses) exp.
50970	Tamer (Half Humans)
50971	Tamer (Half Humans) av.
50972	Tamer (Half Humans) exp.
50973	Pergamena di Esorcismo
50974	Consiglio dell’Eremita Potente
1	Yang
2	Versione italiana
10	Spada+0
11	Spada+1
12	Spada+2
13	Spada+3
14	Spada+4
15	Spada+5
16	Spada+6
17	Spada+7
18	Spada+8
19	Spada+9
20	Spada Lunga+0
21	Spada Lunga+1
22	Spada Lunga+2
23	Spada Lunga+3
24	Spada Lunga+4
25	Spada Lunga+5
26	Spada Lunga+6
27	Spada Lunga+7
28	Spada Lunga+8
29	Spada Lunga+9
30	Spada Luna Crescente+0
31	Spada Luna Crescente+1
32	Spada Luna Crescente+2
33	Spada Luna Crescente+3
34	Spada Luna Crescente+4
35	Spada Luna Crescente+5
36	Spada Luna Crescente+6
37	Spada Luna Crescente+7
38	Spada Luna Crescente+8
39	Spada Luna Crescente+9
40	Spada di Bambu+0
41	Spada di Bambu+1
42	Spada di Bambu+2
43	Spada di Bambu+3
44	Spada di Bambu+4
45	Spada di Bambu+5
46	Spada di Bambu+6
47	Spada di Bambu+7
48	Spada di Bambu+8
49	Spada di Bambu+9
50	Spada Larga+0
51	Spada Larga+1
52	Spada Larga+2
53	Spada Larga+3
54	Spada Larga+4
55	Spada Larga+5
56	Spada Larga+6
57	Spada Larga+7
58	Spada Larga+8
59	Spada Larga+9
60	Spada d'Argento+0
61	Spada d'Argento+1
62	Spada d'Argento+2
63	Spada d'Argento+3
64	Spada d'Argento+4
65	Spada d'Argento+5
66	Spada d'Argento+6
67	Spada d'Argento+7
68	Spada d'Argento+8
69	Spada d'Argento+9
70	Spada dell'Orchidea+0
71	Spada dell'Orchidea+1
72	Spada dell'Orchidea+2
73	Spada dell'Orchidea+3
74	Spada dell'Orchidea+4
75	Spada dell'Orchidea+5
76	Spada dell'Orchidea+6
77	Spada dell'Orchidea+7
78	Spada dell'Orchidea+8
79	Spada dell'Orchidea+9
80	Spada Bastarda+0
81	Spada Bastarda+1
82	Spada Bastarda+2
83	Spada Bastarda+3
84	Spada Bastarda+4
85	Spada Bastarda+5
86	Spada Bastarda+6
87	Spada Bastarda+7
88	Spada Bastarda+8
89	Spada Bastarda+9
90	Spada Barbara+0
91	Spada Barbara+1
92	Spada Barbara+2
93	Spada Barbara+3
94	Spada Barbara+4
95	Spada Barbara+5
96	Spada Barbara+6
97	Spada Barbara+7
98	Spada Barbara+8
99	Spada Barbara+9
100	Spada Insanguinata+0
101	Spada Insanguinata+1
102	Spada Insanguinata+2
103	Spada Insanguinata+3
104	Spada Insanguinata+4
105	Spada Insanguinata+5
106	Spada Insanguinata+6
107	Spada Insanguinata+7
108	Spada Insanguinata+8
109	Spada Insanguinata+9
110	Spada Grande+0
111	Spada Grande+1
112	Spada Grande+2
113	Spada Grande+3
114	Spada Grande+4
115	Spada Grande+5
116	Spada Grande+6
117	Spada Grande+7
118	Spada Grande+8
119	Spada Grande+9
120	Spada del Mago+0
121	Spada del Mago+1
122	Spada del Mago+2
123	Spada del Mago+3
124	Spada del Mago+4
125	Spada del Mago+5
126	Spada del Mago+6
127	Spada del Mago+7
128	Spada del Mago+8
129	Spada del Mago+9
130	Spada della Mezza Luna+0
131	Spada della Mezza Luna+1
132	Spada della Mezza Luna+2
133	Spada della Mezza Luna+3
134	Spada della Mezza Luna+4
135	Spada della Mezza Luna+5
136	Spada della Mezza Luna+6
137	Spada della Mezza Luna+7
138	Spada della Mezza Luna+8
139	Spada della Mezza Luna+9
140	Spada da Battaglia+0
141	Spada da Battaglia+1
142	Spada da Battaglia+2
143	Spada da Battaglia+3
144	Spada da Battaglia+4
145	Spada da Battaglia+5
146	Spada da Battaglia+6
147	Spada da Battaglia+7
148	Spada da Battaglia+8
149	Spada da Battaglia+9
150	Spada Zanna di Spirito+0
151	Spada Zanna di Spirito+1
152	Spada Zanna di Spirito+2
153	Spada Zanna di Spirito+3
154	Spada Zanna di Spirito+4
155	Spada Zanna di Spirito+5
156	Spada Zanna di Spirito+6
157	Spada Zanna di Spirito+7
158	Spada Zanna di Spirito+8
159	Spada Zanna di Spirito+9
160	Spada di Ninfa+0
161	Spada di Ninfa+1
162	Spada di Ninfa+2
163	Spada di Ninfa+3
164	Spada di Ninfa+4
165	Spada di Ninfa+5
166	Spada di Ninfa+6
167	Spada di Ninfa+7
168	Spada di Ninfa+8
169	Spada di Ninfa+9
170	Spada Pungolo+0
171	Spada Pungolo+1
172	Spada Pungolo+2
173	Spada Pungolo+3
174	Spada Pungolo+4
175	Spada Pungolo+5
176	Spada Pungolo+6
177	Spada Pungolo+7
178	Spada Pungolo+8
179	Spada Pungolo+9
180	Spada Velenosa+0
181	Spada Velenosa+1
182	Spada Velenosa+2
183	Spada Velenosa+3
184	Spada Velenosa+4
185	Spada Velenosa+5
186	Spada Velenosa+6
187	Spada Velenosa+7
188	Spada Velenosa+8
189	Spada Velenosa+9
190	Spada Del Leone+0
191	Spada Del Leone+1
192	Spada Del Leone+2
193	Spada Del Leone+3
194	Spada Del Leone+4
195	Spada Del Leone+5
196	Spada Del Leone+6
197	Spada Del Leone+7
198	Spada Del Leone+8
199	Spada Del Leone+9
200	Lama+0
201	Lama+1
202	Lama+2
203	Lama+3
204	Lama+4
205	Lama+5
206	Lama+6
207	Lama+7
208	Lama+8
209	Lama+9
210	Lama Mortale+0
211	Lama Mortale+1
212	Lama Mortale+2
213	Lama Mortale+3
214	Lama Mortale+4
215	Lama Mortale+5
216	Lama Mortale+6
217	Lama Mortale+7
218	Lama Mortale+8
219	Lama Mortale+9
220	Spada Lunare+0
221	Spada Lunare+1
222	Spada Lunare+2
223	Spada Lunare+3
224	Spada Lunare+4
225	Spada Lunare+5
226	Spada Lunare+6
227	Spada Lunare+7
228	Spada Lunare+8
229	Spada Lunare+9
270	Spada di Tritone+0
271	Spada di Tritone+1
272	Spada di Tritone+2
273	Spada di Tritone+3
274	Spada di Tritone+4
275	Spada di Tritone+5
276	Spada di Tritone+6
277	Spada di Tritone+7
278	Spada di Tritone+8
279	Spada di Tritone+9
290	Spada Della Luna Piena+0
291	Spada Della Luna Piena+1
292	Spada Della Luna Piena+2
293	Spada Della Luna Piena+3
294	Spada Della Luna Piena+4
295	Spada Della Luna Piena+5
296	Spada Della Luna Piena+6
297	Spada Della Luna Piena+7
298	Spada Della Luna Piena+8
299	Spada Della Luna Piena+9
460	Spada Runica +0
461	Spada Runica +1
462	Spada Runica +2
463	Spada Runica +3
464	Spada Runica +4
465	Spada Runica +5
466	Spada Runica +6
467	Spada Runica +7
468	Spada Runica +8
469	Spada Runica +9
470	Lama Dente di Drago +0
471	Lama Dente di Drago +1
472	Lama Dente di Drago +2
473	Lama Dente di Drago +3
474	Lama Dente di Drago +4
475	Lama Dente di Drago +5
476	Lama Dente di Drago +6
477	Lama Dente di Drago +7
478	Lama Dente di Drago +8
479	Lama Dente di Drago +9
1000	Pugnale+0
1001	Pugnale+1
1002	Pugnale+2
1003	Pugnale+3
1004	Pugnale+4
1005	Pugnale+5
1006	Pugnale+6
1007	Pugnale+7
1008	Pugnale+8
1009	Pugnale+9
1010	Pugnale del Cobra+0
1011	Pugnale del Cobra+1
1012	Pugnale del Cobra+2
1013	Pugnale del Cobra+3
1014	Pugnale del Cobra+4
1015	Pugnale del Cobra+5
1016	Pugnale del Cobra+6
1017	Pugnale del Cobra+7
1018	Pugnale del Cobra+8
1019	Pugnale del Cobra+9
1020	Pugnale a Forbice+0
1021	Pugnale a Forbice+1
1022	Pugnale a Forbice+2
1023	Pugnale a Forbice+3
1024	Pugnale a Forbice+4
1025	Pugnale a Forbice+5
1026	Pugnale a Forbice+6
1027	Pugnale a Forbice+7
1028	Pugnale a Forbice+8
1029	Pugnale a Forbice+9
1030	Coltello Fortunato+0
1031	Coltello Fortunato+1
1032	Coltello Fortunato+2
1033	Coltello Fortunato+3
1034	Coltello Fortunato+4
1035	Coltello Fortunato+5
1036	Coltello Fortunato+6
1037	Coltello Fortunato+7
1038	Coltello Fortunato+8
1039	Coltello Fortunato+9
1040	Coltello Morso Gatto+0
1041	Coltello Morso Gatto+1
1042	Coltello Morso Gatto+2
1043	Coltello Morso Gatto+3
1044	Coltello Morso Gatto+4
1045	Coltello Morso Gatto+5
1046	Coltello Morso Gatto+6
1047	Coltello Morso Gatto+7
1048	Coltello Morso Gatto+8
1049	Coltello Morso Gatto+9
1050	Pugnale Diabolico+0
1051	Pugnale Diabolico+1
1052	Pugnale Diabolico+2
1053	Pugnale Diabolico+3
1054	Pugnale Diabolico+4
1055	Pugnale Diabolico+5
1056	Pugnale Diabolico+6
1057	Pugnale Diabolico+7
1058	Pugnale Diabolico+8
1059	Pugnale Diabolico+9
1060	Pugnale Colpo Diabol.+0
1061	Pugnale Colpo Diabol.+1
1062	Pugnale Colpo Diabol.+2
1063	Pugnale Colpo Diabol.+3
1064	Pugnale Colpo Diabol.+4
1065	Pugnale Colpo Diabol.+5
1066	Pugnale Colpo Diabol.+6
1067	Pugnale Colpo Diabol.+7
1068	Pugnale Colpo Diabol.+8
1069	Pugnale Colpo Diabol.+9
1070	Pugnale Insanguinato+0
1071	Pugnale Insanguinato+1
1072	Pugnale Insanguinato+2
1073	Pugnale Insanguinato+3
1074	Pugnale Insanguinato+4
1075	Pugnale Insanguinato+5
1076	Pugnale Insanguinato+6
1077	Pugnale Insanguinato+7
1078	Pugnale Insanguinato+8
1079	Pugnale Insanguinato+9
1080	Coltello del costato+0
1081	Coltello del costato+1
1082	Coltello del costato+2
1083	Coltello del costato+3
1084	Coltello del costato+4
1085	Coltello del costato+5
1086	Coltello del costato+6
1087	Coltello del costato+7
1088	Coltello del costato+8
1089	Coltello del costato+9
1090	Chakram+0
1091	Chakram+1
1092	Chakram+2
1093	Chakram+3
1094	Chakram+4
1095	Chakram+5
1096	Chakram+6
1097	Chakram+7
1098	Chakram+8
1099	Chakram+9
1100	Coltello del Drago+0
1101	Coltello del Drago+1
1102	Coltello del Drago+2
1103	Coltello del Drago+3
1104	Coltello del Drago+4
1105	Coltello del Drago+5
1106	Coltello del Drago+6
1107	Coltello del Drago+7
1108	Coltello del Drago+8
1109	Coltello del Drago+9
1110	Coltello del Fulmine+0
1111	Coltello del Fulmine+1
1112	Coltello del Fulmine+2
1113	Coltello del Fulmine+3
1114	Coltello del Fulmine+4
1115	Coltello del Fulmine+5
1116	Coltello del Fulmine+6
1117	Coltello del Fulmine+7
1118	Coltello del Fulmine+8
1119	Coltello del Fulmine+9
1120	Coltello Siamese+0
1121	Coltello Siamese+1
1122	Coltello Siamese+2
1123	Coltello Siamese+3
1124	Coltello Siamese+4
1125	Coltello Siamese+5
1126	Coltello Siamese+6
1127	Coltello Siamese+7
1128	Coltello Siamese+8
1129	Coltello Siamese+9
1130	Chakram Ala di Diavolo+0
1131	Chakram Ala di Diavolo+1
1132	Chakram Ala di Diavolo+2
1133	Chakram Ala di Diavolo+3
1134	Chakram Ala di Diavolo+4
1135	Chakram Ala di Diavolo+5
1136	Chakram Ala di Diavolo+6
1137	Chakram Ala di Diavolo+7
1138	Chakram Ala di Diavolo+8
1139	Chakram Ala di Diavolo+9
1140	Coltello Denti di Sega+0
1141	Coltello Denti di Sega+1
1142	Coltello Denti di Sega+2
1143	Coltello Denti di Sega+3
1144	Coltello Denti di Sega+4
1145	Coltello Denti di Sega+5
1146	Coltello Denti di Sega+6
1147	Coltello Denti di Sega+7
1148	Coltello Denti di Sega+8
1149	Coltello Denti di Sega+9
1150	Coltello Raggio Solare+0
1151	Coltello Raggio Solare+1
1152	Coltello Raggio Solare+2
1153	Coltello Raggio Solare+3
1154	Coltello Raggio Solare+4
1155	Coltello Raggio Solare+5
1156	Coltello Raggio Solare+6
1157	Coltello Raggio Solare+7
1158	Coltello Raggio Solare+8
1159	Coltello Raggio Solare+9
1160	Coltello del Rigagnolo+0
1161	Coltello del Rigagnolo+1
1162	Coltello del Rigagnolo+2
1163	Coltello del Rigagnolo+3
1164	Coltello del Rigagnolo+4
1165	Coltello del Rigagnolo+5
1166	Coltello del Rigagnolo+6
1167	Coltello del Rigagnolo+7
1168	Coltello del Rigagnolo+8
1169	Coltello del Rigagnolo+9
1170	Pugnale Foglia nera+0
1171	Pugnale Foglia nera+1
1172	Pugnale Foglia nera+2
1173	Pugnale Foglia nera+3
1174	Pugnale Foglia nera+4
1175	Pugnale Foglia nera+5
1176	Pugnale Foglia nera+6
1177	Pugnale Foglia nera+7
1178	Pugnale Foglia nera+8
1179	Pugnale Foglia nera+9
1340	Lama Cinque Elementi +0
1341	Lama Cinque Elementi +1
1342	Lama Cinque Elementi +2
1343	Lama Cinque Elementi +3
1344	Lama Cinque Elementi +4
1345	Lama Cinque Elementi +5
1346	Lama Cinque Elementi +6
1347	Lama Cinque Elementi +7
1348	Lama Cinque Elementi +8
1349	Lama Cinque Elementi +9
2000	Arco+0
2001	Arco+1
2002	Arco+2
2003	Arco+3
2004	Arco+4
2005	Arco+5
2006	Arco+6
2007	Arco+7
2008	Arco+8
2009	Arco+9
2010	Arco Lungo+0
2011	Arco Lungo+1
2012	Arco Lungo+2
2013	Arco Lungo+3
2014	Arco Lungo+4
2015	Arco Lungo+5
2016	Arco Lungo+6
2017	Arco Lungo+7
2018	Arco Lungo+8
2019	Arco Lungo+9
2020	Arco Composito+0
2021	Arco Composito+1
2022	Arco Composito+2
2023	Arco Composito+3
2024	Arco Composito+4
2025	Arco Composito+5
2026	Arco Composito+6
2027	Arco Composito+7
2028	Arco Composito+8
2029	Arco Composito+9
2030	Arco da Battaglia+0
2031	Arco da Battaglia+1
2032	Arco da Battaglia+2
2033	Arco da Battaglia+3
2034	Arco da Battaglia+4
2035	Arco da Battaglia+5
2036	Arco da Battaglia+6
2037	Arco da Battaglia+7
2038	Arco da Battaglia+8
2039	Arco da Battaglia+9
2040	Arco Lungo Cavalleres.+0
2041	Arco Lungo Cavalleres.+1
2042	Arco Lungo Cavalleres.+2
2043	Arco Lungo Cavalleres.+3
2044	Arco Lungo Cavalleres.+4
2045	Arco Lungo Cavalleres.+5
2046	Arco Lungo Cavalleres.+6
2047	Arco Lungo Cavalleres.+7
2048	Arco Lungo Cavalleres.+8
2049	Arco Lungo Cavalleres.+9
2050	Arco Battagl. Cavalle.+0
2051	Arco Battagl. Cavalle.+1
2052	Arco Battagl. Cavalle.+2
2053	Arco Battagl. Cavalle.+3
2054	Arco Battagl. Cavalle.+4
2055	Arco Battagl. Cavalle.+5
2056	Arco Battagl. Cavalle.+6
2057	Arco Battagl. Cavalle.+7
2058	Arco Battagl. Cavalle.+8
2059	Arco Battagl. Cavalle.+9
2060	Arco Decorato in Rame+0
2061	Arco Decorato in Rame+1
2062	Arco Decorato in Rame+2
2063	Arco Decorato in Rame+3
2064	Arco Decorato in Rame+4
2065	Arco Decorato in Rame+5
2066	Arco Decorato in Rame+6
2067	Arco Decorato in Rame+7
2068	Arco Decorato in Rame+8
2069	Arco Decorato in Rame+9
2070	Arco della Distruzione+0
2071	Arco della Distruzione+1
2072	Arco della Distruzione+2
2073	Arco della Distruzione+3
2074	Arco della Distruzione+4
2075	Arco della Distruzione+5
2076	Arco della Distruzione+6
2077	Arco della Distruzione+7
2078	Arco della Distruzione+8
2079	Arco della Distruzione+9
2080	Arco degli Occhi Rossi+0
2081	Arco degli Occhi Rossi+1
2082	Arco degli Occhi Rossi+2
2083	Arco degli Occhi Rossi+3
2084	Arco degli Occhi Rossi+4
2085	Arco degli Occhi Rossi+5
2086	Arco degli Occhi Rossi+6
2087	Arco degli Occhi Rossi+7
2088	Arco degli Occhi Rossi+8
2089	Arco degli Occhi Rossi+9
2090	Arco Foglia di Spina+0
2091	Arco Foglia di Spina+1
2092	Arco Foglia di Spina+2
2093	Arco Foglia di Spina+3
2094	Arco Foglia di Spina+4
2095	Arco Foglia di Spina+5
2096	Arco Foglia di Spina+6
2097	Arco Foglia di Spina+7
2098	Arco Foglia di Spina+8
2099	Arco Foglia di Spina+9
2100	Arco Corno di Toro+0
2101	Arco Corno di Toro+1
2102	Arco Corno di Toro+2
2103	Arco Corno di Toro+3
2104	Arco Corno di Toro+4
2105	Arco Corno di Toro+5
2106	Arco Corno di Toro+6
2107	Arco Corno di Toro+7
2108	Arco Corno di Toro+8
2109	Arco Corno di Toro+9
2110	Arco dell'Unicorno+0
2111	Arco dell'Unicorno+1
2112	Arco dell'Unicorno+2
2113	Arco dell'Unicorno+3
2114	Arco dell'Unicorno+4
2115	Arco dell'Unicorno+5
2116	Arco dell'Unicorno+6
2117	Arco dell'Unicorno+7
2118	Arco dell'Unicorno+8
2119	Arco dell'Unicorno+9
2120	Arco dalle Ali Giganti+0
2121	Arco dalle Ali Giganti+1
2122	Arco dalle Ali Giganti+2
2123	Arco dalle Ali Giganti+3
2124	Arco dalle Ali Giganti+4
2125	Arco dalle Ali Giganti+5
2126	Arco dalle Ali Giganti+6
2127	Arco dalle Ali Giganti+7
2128	Arco dalle Ali Giganti+8
2129	Arco dalle Ali Giganti+9
2130	Arco Albicocca+0
2131	Arco Albicocca+1
2132	Arco Albicocca+2
2133	Arco Albicocca+3
2134	Arco Albicocca+4
2135	Arco Albicocca+5
2136	Arco Albicocca+6
2137	Arco Albicocca+7
2138	Arco Albicocca+8
2139	Arco Albicocca+9
2140	Arco Drago Giallo Gig.+0
2141	Arco Drago Giallo Gig.+1
2142	Arco Drago Giallo Gig.+2
2143	Arco Drago Giallo Gig.+3
2144	Arco Drago Giallo Gig.+4
2145	Arco Drago Giallo Gig.+5
2146	Arco Drago Giallo Gig.+6
2147	Arco Drago Giallo Gig.+7
2148	Arco Drago Giallo Gig.+8
2149	Arco Drago Giallo Gig.+9
2150	Arco di Corno+0
2151	Arco di Corno+1
2152	Arco di Corno+2
2153	Arco di Corno+3
2154	Arco di Corno+4
2155	Arco di Corno+5
2156	Arco di Corno+6
2157	Arco di Corno+7
2158	Arco di Corno+8
2159	Arco di Corno+9
2160	Arco Diavolo Gigante+0
2161	Arco Diavolo Gigante+1
2162	Arco Diavolo Gigante+2
2163	Arco Diavolo Gigante+3
2164	Arco Diavolo Gigante+4
2165	Arco Diavolo Gigante+5
2166	Arco Diavolo Gigante+6
2167	Arco Diavolo Gigante+7
2168	Arco Diavolo Gigante+8
2169	Arco Diavolo Gigante+9
2170	Arco d'Acciaio Corvino+0
2171	Arco d'Acciaio Corvino+1
2172	Arco d'Acciaio Corvino+2
2173	Arco d'Acciaio Corvino+3
2174	Arco d'Acciaio Corvino+4
2175	Arco d'Acciaio Corvino+5
2176	Arco d'Acciaio Corvino+6
2177	Arco d'Acciaio Corvino+7
2178	Arco d'Acciaio Corvino+8
2179	Arco d'Acciaio Corvino+9
2180	Arco di Drago Blu+0
2181	Arco di Drago Blu+1
2182	Arco di Drago Blu+2
2183	Arco di Drago Blu+3
2184	Arco di Drago Blu+4
2185	Arco di Drago Blu+5
2186	Arco di Drago Blu+6
2187	Arco di Drago Blu+7
2188	Arco di Drago Blu+8
2189	Arco di Drago Blu+9
2190	Arco degli Spiriti+0
2191	Arco degli Spiriti+1
2192	Arco degli Spiriti+2
2193	Arco degli Spiriti+3
2194	Arco degli Spiriti+4
2195	Arco degli Spiriti+5
2196	Arco degli Spiriti+6
2197	Arco degli Spiriti+7
2198	Arco degli Spiriti+8
2199	Arco degli Spiriti+9
2370	Arco Phoenix +0
2371	Arco Phoenix +1
2372	Arco Phoenix +2
2373	Arco Phoenix +3
2374	Arco Phoenix +4
2375	Arco Phoenix +5
2376	Arco Phoenix +6
2377	Arco Phoenix +7
2378	Arco Phoenix +8
2379	Arco Phoenix +9
3000	Glaive+0
3001	Glaive+1
3002	Glaive+2
3003	Glaive+3
3004	Glaive+4
3005	Glaive+5
3006	Glaive+6
3007	Glaive+7
3008	Glaive+8
3009	Glaive+9
3010	Lancia+0
3011	Lancia+1
3012	Lancia+2
3013	Lancia+3
3014	Lancia+4
3015	Lancia+5
3016	Lancia+6
3017	Lancia+7
3018	Lancia+8
3019	Lancia+9
3020	Lama Decapitazione+0
3021	Lama Decapitazione+1
3022	Lama Decapitazione+2
3023	Lama Decapitazione+3
3024	Lama Decapitazione+4
3025	Lama Decapitazione+5
3026	Lama Decapitazione+6
3027	Lama Decapitazione+7
3028	Lama Decapitazione+8
3029	Lama Decapitazione+9
3030	Lancia del Ragno+0
3031	Lancia del Ragno+1
3032	Lancia del Ragno+2
3033	Lancia del Ragno+3
3034	Lancia del Ragno+4
3035	Lancia del Ragno+5
3036	Lancia del Ragno+6
3037	Lancia del Ragno+7
3038	Lancia del Ragno+8
3039	Lancia del Ragno+9
3040	Guisarma+0
3041	Guisarma+1
3042	Guisarma+2
3043	Guisarma+3
3044	Guisarma+4
3045	Guisarma+5
3046	Guisarma+6
3047	Guisarma+7
3048	Guisarma+8
3049	Guisarma+9
3050	Falce da Guerra+0
3051	Falce da Guerra+1
3052	Falce da Guerra+2
3053	Falce da Guerra+3
3054	Falce da Guerra+4
3055	Falce da Guerra+5
3056	Falce da Guerra+6
3057	Falce da Guerra+7
3058	Falce da Guerra+8
3059	Falce da Guerra+9
3060	Forca da Battaglia+0
3061	Forca da Battaglia+1
3062	Forca da Battaglia+2
3063	Forca da Battaglia+3
3064	Forca da Battaglia+4
3065	Forca da Battaglia+5
3066	Forca da Battaglia+6
3067	Forca da Battaglia+7
3068	Forca da Battaglia+8
3069	Forca da Battaglia+9
3070	Alabarda+0
3071	Alabarda+1
3072	Alabarda+2
3073	Alabarda+3
3074	Alabarda+4
3075	Alabarda+5
3076	Alabarda+6
3077	Alabarda+7
3078	Alabarda+8
3079	Alabarda+9
3080	Ascia Gigante+0
3081	Ascia Gigante+1
3082	Ascia Gigante+2
3083	Ascia Gigante+3
3084	Ascia Gigante+4
3085	Ascia Gigante+5
3086	Ascia Gigante+6
3087	Ascia Gigante+7
3088	Ascia Gigante+8
3089	Ascia Gigante+9
3090	Picco Glaciale+0
3091	Picco Glaciale+1
3092	Picco Glaciale+2
3093	Picco Glaciale+3
3094	Picco Glaciale+4
3095	Picco Glaciale+5
3096	Picco Glaciale+6
3097	Picco Glaciale+7
3098	Picco Glaciale+8
3099	Picco Glaciale+9
3100	Spada Dodici Spiriti+0
3101	Spada Dodici Spiriti+1
3102	Spada Dodici Spiriti+2
3103	Spada Dodici Spiriti+3
3104	Spada Dodici Spiriti+4
3105	Spada Dodici Spiriti+5
3106	Spada Dodici Spiriti+6
3107	Spada Dodici Spiriti+7
3108	Spada Dodici Spiriti+8
3109	Spada Dodici Spiriti+9
3110	Lama della Salvezza+0
3111	Lama della Salvezza+1
3112	Lama della Salvezza+2
3113	Lama della Salvezza+3
3114	Lama della Salvezza+4
3115	Lama della Salvezza+5
3116	Lama della Salvezza+6
3117	Lama della Salvezza+7
3118	Lama della Salvezza+8
3119	Lama della Salvezza+9
3120	Uccidi Leoni+0
3121	Uccidi Leoni+1
3122	Uccidi Leoni+2
3123	Uccidi Leoni+3
3124	Uccidi Leoni+4
3125	Uccidi Leoni+5
3126	Uccidi Leoni+6
3127	Uccidi Leoni+7
3128	Uccidi Leoni+8
3129	Uccidi Leoni+9
3130	Partigiano+0
3131	Partigiano+1
3132	Partigiano+2
3133	Partigiano+3
3134	Partigiano+4
3135	Partigiano+5
3136	Partigiano+6
3137	Partigiano+7
3138	Partigiano+8
3139	Partigiano+9
3140	Lama Elettromagnetica+0
3141	Lama Elettromagnetica+1
3142	Lama Elettromagnetica+2
3143	Lama Elettromagnetica+3
