VNUM	LOCALE_NAME
50951	Tamer (Pietre Metin) av.
50952	Tamer (Pietre Metin) exp.
50960	Tamer (Lideri)
50961	Tamer (Lideri) av.
50962	Tamer (Lideri) exp.
50970	Tamer (Semi-Oameni)
50971	Tamer (Semi-Oameni) av.
50972	Tamer (Semi-Oameni) exp.
50973	Perg. Exorcizare
50974	Sfat Pustnic Puternic
1	Yang
2	Versiune Romaneste
10	Sabie+0
11	Sabie+1
12	Sabie+2
13	Sabie+3
14	Sabie+4
15	Sabie+5
16	Sabie+6
17	Sabie+7
18	Sabie+8
19	Sabie+9
20	Sabie lunga+0
21	Sabie lunga+1
22	Sabie lunga+2
23	Sabie lunga+3
24	Sabie lunga+4
25	Sabie lunga+5
26	Sabie lunga+6
27	Sabie lunga+7
28	Sabie lunga+8
29	Urgia lui Durendal
30	Iatagan+0
31	Iatagan+1
32	Iatagan+2
33	Iatagan+3
34	Iatagan+4
35	Iatagan+5
36	Iatagan+6
37	Iatagan+7
38	Iatagan+8
39	Iatagan+9
40	Sabie bambus+0
41	Sabie bambus+1
42	Sabie bambus+2
43	Sabie bambus+3
44	Sabie bambus+4
45	Sabie bambus+5
46	Sabie bambus+6
47	Sabie bambus+7
48	Sabie bambus+8
49	Sabie bambus+9
50	Sabie lata+0
51	Sabie lata+1
52	Sabie lata+2
53	Sabie lata+3
54	Sabie lata+4
55	Sabie lata+5
56	Sabie lata+6
57	Sabie lata+7
58	Sabie lata+8
59	Sabie lata+9
60	Sabie de argint+0
61	Sabie de argint+1
62	Sabie de argint+2
63	Sabie de argint+3
64	Sabie de argint+4
65	Sabie de argint+5
66	Sabie de argint+6
67	Sabie de argint+7
68	Sabie de argint+8
69	Sabie de argint+9
70	Sabie orhidee+0
71	Sabie orhidee+1
72	Sabie orhidee+2
73	Sabie orhidee+3
74	Sabie orhidee+4
75	Sabie orhidee+5
76	Sabie orhidee+6
77	Sabie orhidee+7
78	Sabie orhidee+8
79	Sabie orhidee+9
80	Sabie bastard+0
81	Sabie bastard+1
82	Sabie bastard+2
83	Sabie bastard+3
84	Sabie bastard+4
85	Sabie bastard+5
86	Sabie bastard+6
87	Sabie bastard+7
88	Sabie bastard+8
89	Sabie bastard+9
90	Sabie barbar+0
91	Sabie barbar+1
92	Sabie barbar+2
93	Sabie barbar+3
94	Sabie barbar+4
95	Sabie barbar+5
96	Sabie barbar+6
97	Sabie barbar+7
98	Sabie barbar+8
99	Sabie barbar+9
100	Sabie sangeroasa+0
101	Sabie sangeroasa+1
102	Sabie sangeroasa+2
103	Sabie sangeroasa+3
104	Sabie sangeroasa+4
105	Sabie sangeroasa+5
106	Sabie sangeroasa+6
107	Sabie sangeroasa+7
108	Sabie sangeroasa+8
109	Sabie sangeroasa+9
110	Sabie mare+0
111	Sabie mare+1
112	Sabie mare+2
113	Sabie mare+3
114	Sabie mare+4
115	Sabie mare+5
116	Sabie mare+6
117	Sabie mare+7
118	Sabie mare+8
119	Sabie mare+9
120	Sabie vrajitor+0
121	Sabie vrajitor+1
122	Sabie vrajitor+2
123	Sabie vrajitor+3
124	Sabie vrajitor+4
125	Sabie vrajitor+5
126	Sabie vrajitor+6
127	Sabie vrajitor+7
128	Sabie vrajitor+8
129	Sabie vrajitor+9
130	Sabie semiluna+0
131	Sabie semiluna+1
132	Sabie semiluna+2
133	Sabie semiluna+3
134	Sabie semiluna+4
135	Sabie semiluna+5
136	Sabie semiluna+6
137	Sabie semiluna+7
138	Sabie semiluna+8
139	Sabie semiluna+9
140	Sabie de batalie+0
141	Sabie de batalie+1
142	Sabie de batalie+2
143	Sabie de batalie+3
144	Sabie de batalie+4
145	Sabie de batalie+5
146	Sabie de batalie+6
147	Sabie de batalie+7
148	Sabie de batalie+8
149	Sabie de batalie+9
150	Lama Dintele Stafiei+0
151	Lama Dintele Stafiei+1
152	Lama Dintele Stafiei+2
153	Lama Dintele Stafiei+3
154	Lama Dintele Stafiei+4
155	Lama Dintele Stafiei+5
156	Lama Dintele Stafiei+6
157	Lama Dintele Stafiei+7
158	Lama Dintele Stafiei+8
159	Lama Dintele Stafiei+9
160	Sabie nimfa+0
161	Sabie nimfa+1
162	Sabie nimfa+2
163	Sabie nimfa+3
164	Sabie nimfa+4
165	Sabie nimfa+5
166	Sabie nimfa+6
167	Sabie nimfa+7
168	Sabie nimfa+8
169	Sabie nimfa+9
170	Spada+0
171	Spada+1
172	Spada+2
173	Spada+3
174	Spada+4
175	Spada+5
176	Spada+6
177	Spada+7
178	Spada+8
179	Spada+9
180	Sabie otravita+0
181	Sabie otravita+1
182	Sabie otravita+2
183	Sabie otravita+3
184	Sabie otravita+4
185	Sabie otravita+5
186	Sabie otravita+6
187	Sabie otravita+7
188	Sabie otravita+8
189	Sabie otravita+9
190	Sabie leu+0
191	Sabie leu+1
192	Sabie leu+2
193	Sabie leu+3
194	Sabie leu+4
195	Sabie leu+5
196	Sabie leu+6
197	Sabie leu+7
198	Sabie leu+8
199	Sabie leu+9
200	Lama+0
201	Lama+1
202	Lama+2
203	Lama+3
204	Lama+4
205	Lama+5
206	Lama+6
207	Lama+7
208	Lama+8
209	Lama+9
210	Lama Mortala+0
211	Lama Mortala+1
212	Lama Mortala+2
213	Lama Mortala+3
214	Lama Mortala+4
215	Lama Mortala+5
216	Lama Mortala+6
217	Lama Mortala+7
218	Lama Mortala+8
219	Lama Mortala+9
220	Sabie luna+0
221	Sabie luna+1
222	Sabie luna+2
223	Sabie luna+3
224	Sabie luna+4
225	Sabie luna+5
226	Sabie luna+6
227	Sabie luna+7
228	Sabie luna+8
229	Sabie luna+9
230	Sabie cer+0
231	Sabie cer+1
232	Sabie cer+2
233	Sabie cer+3
234	Sabie cer+4
235	Sabie cer+5
236	Sabie cer+6
237	Sabie cer+7
238	Sabie cer+8
239	Sabie cer+9
240	Sabie exorcism+0
241	Sabie exorcism+1
242	Sabie exorcism+2
243	Sabie exorcism+3
244	Sabie exorcism+4
245	Sabie exorcism+5
246	Sabie exorcism+6
247	Sabie exorcism+7
248	Sabie exorcism+8
249	Sabie exorcism+9
250	Lama Demon+0
251	Lama Demon+1
252	Lama Demon+2
253	Lama Demon+3
254	Lama Demon+4
255	Lama Demon+5
256	Lama Demon+6
257	Lama Demon+7
258	Lama Demon+8
259	Lama Demon+9
260	Sabie baron+0
261	Sabie baron+1
262	Sabie baron+2
263	Sabie baron+3
264	Sabie baron+4
265	Sabie baron+5
266	Sabie baron+6
267	Sabie baron+7
268	Sabie baron+8
269	Sabie baron+9
270	Sabie Triton+0
271	Sabie Triton+1
272	Sabie Triton+2
273	Sabie Triton+3
274	Sabie Triton+4
275	Sabie Triton+5
276	Sabie Triton+6
277	Sabie Triton+7
278	Sabie Triton+8
279	Sabie Triton+9
280	Sabie sfanta+0
281	Sabie sfanta+1
282	Sabie sfanta+2
283	Sabie sfanta+3
284	Sabie sfanta+4
285	Sabie sfanta+5
286	Sabie sfanta+6
287	Sabie sfanta+7
288	Sabie sfanta+8
289	Sabie sfanta+9
290	Sabie luna plina+0
291	Sabie luna plina+1
292	Sabie luna plina+2
293	Sabie luna plina+3
294	Sabie luna plina+4
295	Sabie luna plina+5
296	Sabie luna plina+6
297	Sabie luna plina+7
298	Sabie luna plina+8
299	Sabie luna plina+9
460	Sabie Inscriptionata +0
461	Sabie Inscriptionata +1
462	Sabie Inscriptionata +2
463	Sabie Inscriptionata +3
464	Sabie Inscriptionata +4
465	Sabie Inscriptionata +5
466	Sabie Inscriptionata +6
467	Sabie Inscriptionata +7
468	Sabie Inscriptionata +8
469	Sabie Inscriptionata +9
470	Lama Dinte Dragon +0
471	Lama Dinte Dragon +1
472	Lama Dinte Dragon +2
473	Lama Dinte Dragon +3
474	Lama Dinte Dragon +4
475	Lama Dinte Dragon +5
476	Lama Dinte Dragon +6
477	Lama Dinte Dragon +7
478	Lama Dinte Dragon +8
479	Lama Dinte Dragon +9
1000	Pumnal +0
1001	Pumnal +1
1002	Pumnal +2
1003	Pumnal +3
1004	Pumnal +4
1005	Pumnal +5
1006	Pumnal +6
1007	Pumnal +7
1008	Pumnal +8
1009	Pumnal +9
1010	Pumnal cobra +0
1011	Pumnal cobra +1
1012	Pumnal cobra +2
1013	Pumnal cobra +3
1014	Pumnal cobra +4
1015	Pumnal cobra +5
1016	Pumnal cobra +6
1017	Pumnal cobra +7
1018	Pumnal cobra +8
1019	Pumnalul lui Vorpal
1020	Pumnal foarfece +0
1021	Pumnal foarfece +1
1022	Pumnal foarfece +2
1023	Pumnal foarfece +3
1024	Pumnal foarfece +4
1025	Pumnal foarfece +5
1026	Pumnal foarfece +6
1027	Pumnal foarfece +7
1028	Pumnal foarfece +8
1029	Pumnal foarfece +9
1030	Cutit norocos +0
1031	Cutit norocos +1
1032	Cutit norocos +2
1033	Cutit norocos +3
1034	Cutit norocos +4
1035	Cutit norocos +5
1036	Cutit norocos +6
1037	Cutit norocos +7
1038	Cutit norocos +8
1039	Cutit norocos +9
1040	Cutit muscatura pisic. +0
1041	Cutit muscatura pisic. +1
1042	Cutit muscatura pisic. +2
1043	Cutit muscatura pisic. +3
1044	Cutit muscatura pisic. +4
1045	Cutit muscatura pisic. +5
1046	Cutit muscatura pisic. +6
1047	Cutit muscatura pisic. +7
1048	Cutit muscatura pisic. +8
1049	Cutit muscatura pisic. +9
1050	Daga Mascara Diablo +0
1051	Daga Mascara Diablo +1
1052	Daga Mascara Diablo +2
1053	Daga Mascara Diablo +3
1054	Daga Mascara Diablo +4
1055	Daga Mascara Diablo +5
1056	Daga Mascara Diablo +6
1057	Daga Mascara Diablo +7
1058	Daga Mascara Diablo +8
1059	Daga Mascara Diablo +9
1060	Pumnal masca de diavol+0
1061	Pumnal masca de diavol+1
1062	Pumnal masca de diavol+2
1063	Pumnal masca de diavol+3
1064	Pumnal masca de diavol+4
1065	Pumnal masca de diavol+5
1066	Pumnal masca de diavol+6
1067	Pumnal masca de diavol+7
1068	Pumnal masca de diavol+8
1069	Pumnal masca de diavol+9
1070	Pumnal sangeros+0
1071	Pumnal sangeros+1
1072	Pumnal sangeros+2
1073	Pumnal sangeros+3
1074	Pumnal sangeros+4
1075	Pumnal sangeros+5
1076	Pumnal sangeros+6
1077	Pumnal sangeros+7
1078	Pumnal sangeros+8
1079	Pumnal sangeros+9
1080	Cutit de coaste+0
1081	Cutit de coaste+1
1082	Cutit de coaste+2
1083	Cutit de coaste+3
1084	Cutit de coaste+4
1085	Cutit de coaste+5
1086	Cutit de coaste+6
1087	Cutit de coaste+7
1088	Cutit de coaste+8
1089	Cutit de coaste+9
1090	Chakram+0
1091	Chakram+1
1092	Chakram+2
1093	Chakram+3
1094	Chakram+4
1095	Chakram+5
1096	Chakram+6
1097	Chakram+7
1098	Chakram+8
1099	Chakram+9
1100	Cutit Dragon+0
1101	Cutit Dragon+1
1102	Cutit Dragon+2
1103	Cutit Dragon+3
1104	Cutit Dragon+4
1105	Cutit Dragon+5
1106	Cutit Dragon+6
1107	Cutit Dragon+7
1108	Cutit Dragon+8
1109	Cutit Dragon+9
1110	Cutit fulger+0
1111	Cutit fulger+1
1112	Cutit fulger+2
1113	Cutit fulger+3
1114	Cutit fulger+4
1115	Cutit fulger+5
1116	Cutit fulger+6
1117	Cutit fulger+7
1118	Cutit fulger+8
1119	Cutit fulger+9
1120	Cutit siamez+0
1121	Cutit siamez+1
1122	Cutit siamez+2
1123	Cutit siamez+3
1124	Cutit siamez+4
1125	Cutit siamez+5
1126	Cutit siamez+6
1127	Cutit siamez+7
1128	Cutit siamez+8
1129	Cutit siamez+9
1130	Chakram Aripa Diavol+0
1131	Chakram Aripa Diavol+1
1132	Chakram Aripa Diavol+2
1133	Chakram Aripa Diavol+3
1134	Chakram Aripa Diavol+4
1135	Chakram Aripa Diavol+5
1136	Chakram Aripa Diavol+6
1137	Chakram Aripa Diavol+7
1138	Chakram Aripa Diavol+8
1139	Chakram Aripa Diavol+9
1140	Cutit ferastrau+0
1141	Cutit ferastrau+1
1142	Cutit ferastrau+2
1143	Cutit ferastrau+3
1144	Cutit ferastrau+4
1145	Cutit ferastrau+5
1146	Cutit ferastrau+6
1147	Cutit ferastrau+7
1148	Cutit ferastrau+8
1149	Cutit ferastrau+9
1150	Cutit raza de soare+0
1151	Cutit raza de soare+1
1152	Cutit raza de soare+2
1153	Cutit raza de soare+3
1154	Cutit raza de soare+4
1155	Cutit raza de soare+5
1156	Cutit raza de soare+6
1157	Cutit raza de soare+7
1158	Cutit raza de soare+8
1159	Cutit raza de soare+9
1160	Cutit parau+0
1161	Cutit parau+1
1162	Cutit parau+2
1163	Cutit parau+3
1164	Cutit parau+4
1165	Cutit parau+5
1166	Cutit parau+6
1167	Cutit parau+7
1168	Cutit parau+8
1169	Cutit parau+9
1170	Pumnal foaie neagra+0
1171	Pumnal foaie neagra+1
1172	Pumnal foaie neagra+2
1173	Pumnal foaie neagra+3
1174	Pumnal foaie neagra+4
1175	Pumnal foaie neagra+5
1176	Pumnal foaie neagra+6
1177	Pumnal foaie neagra+7
1178	Pumnal foaie neagra+8
1179	Pumnal foaie neagra+9
1340	Lama 5 Elemente+0
1341	Lama 5 Elemente+1
1342	Lama 5 Elemente+2
1343	Lama 5 Elemente+3
1344	Lama 5 Elemente+4
1345	Lama 5 Elemente+5
1346	Lama 5 Elemente+6
1347	Lama 5 Elemente+7
1348	Lama 5 Elemente+8
1349	Lama 5 Elemente+9
2000	Arc+0
2001	Arc+1
2002	Arc+2
2003	Arc+3
2004	Arc+4
2005	Arc+5
2006	Arc+6
2007	Arc+7
2008	Arc+8
2009	Arc+9
2010	Arc lung+0
2011	Arc lung+1
2012	Arc lung+2
2013	Arc lung+3
2014	Arc lung+4
2015	Arc lung+5
2016	Arc lung+6
2017	Arc lung+7
2018	Arc lung+8
2019	Vanator de Vise
2020	Arc compozit+0
2021	Arc compozit+1
2022	Arc compozit+2
2023	Arc compozit+3
2024	Arc compozit+4
2025	Arc compozit+5
2026	Arc compozit+6
2027	Arc compozit+7
2028	Arc compozit+8
2029	Arc compozit+9
2030	Arc de razboi+0
2031	Arc de razboi+1
2032	Arc de razboi+2
2033	Arc de razboi+3
2034	Arc de razboi+4
2035	Arc de razboi+5
2036	Arc de razboi+6
2037	Arc de razboi+7
2038	Arc de razboi+8
2039	Arc de razboi+9
2040	Arc lung de calaret+0
2041	Arc lung de calaret+1
2042	Arc lung de calaret+2
2043	Arc lung de calaret+3
2044	Arc lung de calaret+4
2045	Arc lung de calaret+5
2046	Arc lung de calaret+6
2047	Arc lung de calaret+7
2048	Arc lung de calaret+8
2049	Arc lung de calaret+9
2050	Arc calaret de razboi+0
2051	Arc calaret de razboi+1
2052	Arc calaret de razboi+2
2053	Arc calaret de razboi+3
2054	Arc calaret de razboi+4
2055	Arc calaret de razboi+5
2056	Arc calaret de razboi+6
2057	Arc calaret de razboi+7
2058	Arc calaret de razboi+8
2059	Arc calaret de razboi+9
2060	Arc ornament cupru+0
2061	Arc ornament cupru+1
2062	Arc ornament cupru+2
2063	Arc ornament cupru+3
2064	Arc ornament cupru+4
2065	Arc ornament cupru+5
2066	Arc ornament cupru+6
2067	Arc ornament cupru+7
2068	Arc ornament cupru+8
2069	Arc ornament cupru+9
2070	Arc distrugere+0
2071	Arc distrugere+1
2072	Arc distrugere+2
2073	Arc distrugere+3
2074	Arc distrugere+4
2075	Arc distrugere+5
2076	Arc distrugere+6
2077	Arc distrugere+7
2078	Arc distrugere+8
2079	Arc distrugere+9
2080	Arc ochi rosu+0
2081	Arc ochi rosu+1
2082	Arc ochi rosu+2
2083	Arc ochi rosu+3
2084	Arc ochi rosu+4
2085	Arc ochi rosu+5
2086	Arc ochi rosu+6
2087	Arc ochi rosu+7
2088	Arc ochi rosu+8
2089	Arc ochi rosu+9
2090	Arc Spin+0
2091	Arc Spin+1
2092	Arc Spin+2
2093	Arc Spin+3
2094	Arc Spin+4
2095	Arc Spin+5
2096	Arc Spin+6
2097	Arc Spin+7
2098	Arc Spin+8
2099	Arc Spin+9
2100	Arc corn de taur+0
2101	Arc corn de taur+1
2102	Arc corn de taur+2
2103	Arc corn de taur+3
2104	Arc corn de taur+4
2105	Arc corn de taur+5
2106	Arc corn de taur+6
2107	Arc corn de taur+7
2108	Arc corn de taur+8
2109	Arc corn de taur+9
2110	Arc unicorn+0
2111	Arc unicorn+1
2112	Arc unicorn+2
2113	Arc unicorn+3
2114	Arc unicorn+4
2115	Arc unicorn+5
2116	Arc unicorn+6
2117	Arc unicorn+7
2118	Arc unicorn+8
2119	Arc unicorn+9
2120	Arc aripa uriasa+0
2121	Arc aripa uriasa+1
2122	Arc aripa uriasa+2
2123	Arc aripa uriasa+3
2124	Arc aripa uriasa+4
2125	Arc aripa uriasa+5
2126	Arc aripa uriasa+6
2127	Arc aripa uriasa+7
2128	Arc aripa uriasa+8
2129	Arc aripa uriasa+9
2130	Arc caisa+0
2131	Arc caisa+1
2132	Arc caisa+2
2133	Arc caisa+3
2134	Arc caisa+4
2135	Arc caisa+5
2136	Arc caisa+6
2137	Arc caisa+7
2138	Arc caisa+8
2139	Arc caisa+9
2140	Arc Dragon-galben+0
2141	Arc Dragon-galben+1
2142	Arc Dragon-galben+2
2143	Arc Dragon-galben+3
2144	Arc Dragon-galben+4
2145	Arc Dragon-galben+5
2146	Arc Dragon-galben+6
2147	Arc Dragon-galben+7
2148	Arc Dragon-galben+8
2149	Arc Dragon-galben+9
2150	Arc corn+0
2151	Arc corn+1
2152	Arc corn+2
2153	Arc corn+3
2154	Arc corn+4
2155	Arc corn+5
2156	Arc corn+6
2157	Arc corn+7
2158	Arc corn+8
2159	Arc corn+9
2160	Arcul marelui diavol+0
2161	Arcul marelui diavol+1
2162	Arcul marelui diavol+2
2163	Arcul marelui diavol+3
2164	Arcul marelui diavol+4
2165	Arcul marelui diavol+5
2166	Arcul marelui diavol+6
2167	Arcul marelui diavol+7
2168	Arcul marelui diavol+8
2169	Arcul marelui diavol+9
2170	Arcul otelit al ciorii+0è
2171	Arcul otelit al ciorii+1è
2172	Arcul otelit al ciorii+2è
2173	Arcul otelit al ciorii+3è
2174	Arcul otelit al ciorii+4è
2175	Arcul otelit al ciorii+5è
2176	Arcul otelit al ciorii+6è
2177	Arcul otelit al ciorii+7è
2178	Arcul otelit al ciorii+8è
2179	Arcul otelit al ciorii+9è
2180	Arc Dragon-albastru+0
2181	Arc Dragon-albastru+1
2182	Arc Dragon-albastru+2
2183	Arc Dragon-albastru+3
2184	Arc Dragon-albastru+4
2185	Arc Dragon-albastru+5
2186	Arc Dragon-albastru+6
2187	Arc Dragon-albastru+7
2188	Arc Dragon-albastru+8
2189	Arc Dragon-albastru+9
2190	Arc stafie+0
2191	Arc stafie+1
2192	Arc stafie+2
2193	Arc stafie+3
2194	Arc stafie+4
2195	Arc stafie+5
2196	Arc stafie+6
2197	Arc stafie+7
2198	Arc stafie+8
2199	Arc stafie+9
2370	Arc Phoenix +0
2371	Arc Phoenix +1
2372	Arc Phoenix +2
2373	Arc Phoenix +3
2374	Arc Phoenix +4
2375	Arc Phoenix +5
2376	Arc Phoenix +6
2377	Arc Phoenix +7
2378	Arc Phoenix +8
2379	Arc Phoenix +9
3000	Glaive+0
3001	Glaive+1
3002	Glaive+2
3003	Glaive+3
3004	Glaive+4
3005	Glaive+5
3006	Glaive+6
3007	Glaive+7
3008	Glaive+8
3009	Glaive+9
3010	Sulita+0
3011	Sulita+1
3012	Sulita+2
3013	Sulita+3
3014	Sulita+4
3015	Sulita+5
3016	Sulita+6
3017	Sulita+7
3018	Sulita+8
3019	Ucigas de Orci
3020	Lama Ghilotina+0
3021	Lama Ghilotina+1
3022	Lama Ghilotina+2
3023	Lama Ghilotina+3
3024	Lama Ghilotina+4
3025	Lama Ghilotina+5
3026	Lama Ghilotina+6
3027	Lama Ghilotina+7
3028	Lama Ghilotina+8
3029	Lama Ghilotina+9
3030	Sulita paianjen+0
3031	Sulita paianjen+1
3032	Sulita paianjen+2
3033	Sulita paianjen+3
3034	Sulita paianjen+4
3035	Sulita paianjen+5
3036	Sulita paianjen+6
3037	Sulita paianjen+7
3038	Sulita paianjen+8
3039	Sulita paianjen+9
3040	Guisarme+0
3041	Guisarme+1
3042	Guisarme+2
3043	Guisarme+3
3044	Guisarme+4
3045	Guisarme+5
3046	Guisarme+6
3047	Guisarme+7
3048	Guisarme+8
3049	Guisarme+9
3050	Coasa de razboi+0
3051	Coasa de razboi+1
3052	Coasa de razboi+2
3053	Coasa de razboi+3
3054	Coasa de razboi+4
3055	Coasa de razboi+5
3056	Coasa de razboi+6
3057	Coasa de razboi+7
3058	Coasa de razboi+8
3059	Coasa de razboi+9
3060	Furca de lupta+0
3061	Furca de lupta+1
3062	Furca de lupta+2
3063	Furca de lupta+3
3064	Furca de lupta+4
3065	Furca de lupta+5
3066	Furca de lupta+6
3067	Furca de lupta+7
3068	Furca de lupta+8
3069	Furca de lupta+9
3070	Halebarda+0
3071	Halebarda+1
3072	Halebarda+2
3073	Halebarda+3
3074	Halebarda+4
3075	Halebarda+5
3076	Halebarda+6
3077	Halebarda+7
3078	Halebarda+8
3079	Halebarda+9
3080	Secure uriasa+0
3081	Secure uriasa+1
3082	Secure uriasa+2
3083	Secure uriasa+3
3084	Secure uriasa+4
3085	Secure uriasa+5
3086	Secure uriasa+6
3087	Secure uriasa+7
3088	Secure uriasa+8
3089	Secure uriasa+9
3090	Sulita ghetar+0
3091	Sulita ghetar+1
3092	Sulita ghetar+2
3093	Sulita ghetar+3
3094	Sulita ghetar+4
3095	Sulita ghetar+5
3096	Sulita ghetar+6
3097	Sulita ghetar+7
3098	Sulita ghetar+8
3099	Sulita ghetar+9
3100	Sabie 12 stafii+0
3101	Sabie 12 stafii+1
3102	Sabie 12 stafii+2
3103	Sabie 12 stafii+3
3104	Sabie 12 stafii+4
3105	Sabie 12 stafii+5
3106	Sabie 12 stafii+6
3107	Sabie 12 stafii+7
3108	Sabie 12 stafii+8
3109	Sabie 12 stafii+9
3110	Lama Eliberare+0
3111	Lama Eliberare+1
3112	Lama Eliberare+2
3113	Lama Eliberare+3
3114	Lama Eliberare+4
3115	Lama Eliberare+5
3116	Lama Eliberare+6
3117	Lama Eliberare+7
3118	Lama Eliberare+8
3119	Lama Eliberare+9
3120	Ucigator de lei+0
3121	Ucigator de lei+1
3122	Ucigator de lei+2
3123	Ucigator de lei+3
3124	Ucigator de lei+4
3125	Ucigator de lei+5
3126	Ucigator de lei+6
3127	Ucigator de lei+7
3128	Ucigator de lei+8
3129	Ucigator de lei+9
3130	Lance partizan+0
3131	Lance partizan+1
3132	Lance partizan+2
3133	Lance partizan+3
3134	Lance partizan+4
3135	Lance partizan+5
3136	Lance partizan+6
3137	Lance partizan+7
3138	Lance partizan+8
3139	Lance partizan+9
3140	Lama Magnetica+0
3141	Lama Magnetica+1
3142	Lama Magnetica+2
3143	Lama Magnetica+3
3144	Lama Magnetica+4
3145	Lama Magnetica+5
3146	Lama Magnetica+6
3147	Lama Magnetica+7
3148	Lama Magnetica+8
3149	Lama Magnetica+9
3150	Lama Semi-Om+0
3151	Lama Semi-Om+1
3152	Lama Semi-Om+2
3153	Lama Semi-Om+3
3154	Lama Semi-Om+4
3155	Lama Semi-Om+5
3156	Lama Semi-Om+6
3157	Lama Semi-Om+7
3158	Lama Semi-Om+8
3159	Lama Semi-Om+9
3160	Sabia maniei+0
3161	Sabia maniei+1
3162	Sabia maniei+2
3163	Sabia maniei+3
3164	Sabia maniei+4
3165	Sabia maniei+5
