VNUM	LOCALE_NAME
236	Heavenly Sword+6
237	Heavenly Sword+7
238	Heavenly Sword+8
239	Heavenly Sword+9
240	Espada do Exorcismo+0
241	Espada do Exorcismo+1
242	Espada do Exorcismo+2
243	Espada do Exorcismo+3
244	Espada do Exorcismo+4
245	Espada do Exorcismo+5
246	Espada do Exorcismo+6
247	Espada do Exorcismo+7
248	Espada do Exorcismo+8
249	Espada do Exorcismo+9
250	Lâmina demoníaca+0
251	Lâmina demoníaca+1
252	Lâmina demoníaca+2
253	Lâmina demoníaca+3
254	Lâmina demoníaca+4
255	Lâmina demoníaca+5
256	Lâmina demoníaca+6
257	Lâmina demoníaca+7
258	Lâmina demoníaca+8
259	Lâmina demoníaca+9
260	Baron Sword+0
261	Baron Sword+1
262	Baron Sword+2
263	Baron Sword+3
264	Baron Sword+4
265	Baron Sword+5
266	Baron Sword+6
267	Baron Sword+7
268	Baron Sword+8
269	Baron Sword+9
270	Espada Sírius+0
271	Espada Sírius+1
272	Espada Sírius+2
273	Espada Sírius+3
274	Espada Sírius+4
275	Espada Sírius+5
276	Espada Sírius+6
277	Espada Sírius+7
278	Espada Sírius+8
279	Espada Sírius+9
280	Espada Sagrada+0
281	Espada Sagrada+1
282	Espada Sagrada+2
283	Espada Sagrada+3
284	Espada Sagrada+4
285	Espada Sagrada+5
286	Espada Sagrada+6
287	Espada Sagrada+7
288	Espada Sagrada+8
289	Espada Sagrada+9
290	Espada Lua cheia+0
291	Espada Lua cheia+1
292	Espada Lua cheia+2
293	Espada Lua cheia+3
294	Espada Lua cheia+4
295	Espada Lua cheia+5
296	Espada Lua cheia+6
297	Espada Lua cheia+7
298	Espada Lua cheia+8
299	Espada Lua cheia+9
460	Espada Rúnica +0
461	Espada Rúnica +1
462	Espada Rúnica +2
463	Espada Rúnica +3
464	Espada Rúnica +4
465	Espada Rúnica +5
466	Espada Rúnica +6
467	Espada Rúnica +7
468	Espada Rúnica +8
469	Espada Rúnica +9
470	Lâmina Dente de Dragão+0
471	Lâmina Dente de Dragão+1
472	Lâmina Dente de Dragão+2
473	Lâmina Dente de Dragão+3
474	Lâmina Dente de Dragão+4
475	Lâmina Dente de Dragão+5
476	Lâmina Dente de Dragão+6
477	Lâmina Dente de Dragão+7
478	Lâmina Dente de Dragão+8
479	Lâmina Dente de Dragão+9
1000	Adagas+0
1001	Adagas+1
1002	Adagas+2
1003	Adagas+3
1004	Adagas+4
1005	Adagas+5
1006	Adagas+6
1007	Adagas+7
1008	Adagas+8
1009	Adagas+9
1010	Cobra Dagger+0
1011	Cobra Dagger+1
1012	Cobra Dagger+2
1013	Cobra Dagger+3
1014	Cobra Dagger+4
1015	Cobra Dagger+5
1016	Cobra Dagger+6
1017	Cobra Dagger+7
1018	Cobra Dagger+8
1019	Vorpal Dagger
1020	Scissor Dagger+0
1021	Scissor Dagger+1
1022	Scissor Dagger+2
1023	Scissor Dagger+3
1024	Scissor Dagger+4
1025	Scissor Dagger+5
1026	Scissor Dagger+6
1027	Scissor Dagger+7
1028	Scissor Dagger+8
1029	Scissor Dagger+9
1030	Lucky Knife+0
1031	Lucky Knife+1
1032	Lucky Knife+2
1033	Lucky Knife+3
1034	Lucky Knife+4
1035	Lucky Knife+5
1036	Lucky Knife+6
1037	Lucky Knife+7
1038	Lucky Knife+8
1039	Lucky Knife+9
1040	Cat Bite Knife+0
1041	Cat Bite Knife+1
1042	Cat Bite Knife+2
1043	Cat Bite Knife+3
1044	Cat Bite Knife+4
1045	Cat Bite Knife+5
1046	Cat Bite Knife+6
1047	Cat Bite Knife+7
1048	Cat Bite Knife+8
1049	Cat Bite Knife+9
1050	Devil Mask Dagger+0
1051	Devil Mask Dagger+1
1052	Devil Mask Dagger+2
1053	Devil Mask Dagger+3
1054	Devil Mask Dagger+4
1055	Devil Mask Dagger+5
1056	Devil Mask Dagger+6
1057	Devil Mask Dagger+7
1058	Devil Mask Dagger+8
1059	Devil Mask Dagger+9
1060	Devil Fist Dagger+0
1061	Devil Fist Dagger+1
1062	Devil Fist Dagger+2
1063	Devil Fist Dagger+3
1064	Devil Fist Dagger+4
1065	Devil Fist Dagger+5
1066	Devil Fist Dagger+6
1067	Devil Fist Dagger+7
1068	Devil Fist Dagger+8
1069	Devil Fist Dagger+9
1070	Bloody Dagger+0
1071	Bloody Dagger+1
1072	Bloody Dagger+2
1073	Bloody Dagger+3
1074	Bloody Dagger+4
1075	Bloody Dagger+5
1076	Bloody Dagger+6
1077	Bloody Dagger+7
1078	Bloody Dagger+8
1079	Bloody Dagger+9
1080	Rib Knife+0
1081	Rib Knife+1
1082	Rib Knife+2
1083	Rib Knife+3
1084	Rib Knife+4
1085	Rib Knife+5
1086	Rib Knife+6
1087	Rib Knife+7
1088	Rib Knife+8
1089	Rib Knife+9
1090	Chakram+0
1091	Chakram+1
1092	Chakram+2
1093	Chakram+3
1094	Chakram+4
1095	Chakram+5
1096	Chakram+6
1097	Chakram+7
1098	Chakram+8
1099	Chakram+9
1100	Facas Dragão+0
1101	Facas Dragão+1
1102	Facas Dragão+2
1103	Facas Dragão+3
1104	Facas Dragão+4
1105	Facas Dragão+5
1106	Facas Dragão+6
1107	Facas Dragão+7
1108	Facas Dragão+8
1109	Facas Dragão+9
1110	Lightning Knife+0
1111	Lightning Knife+1
1112	Lightning Knife+2
1113	Lightning Knife+3
1114	Lightning Knife+4
1115	Lightning Knife+5
1116	Lightning Knife+6
1117	Lightning Knife+7
1118	Lightning Knife+8
1119	Lightning Knife+9
1120	Facas Siamesa+0
1121	Facas Siamesa+1
1122	Facas Siamesa+2
1123	Facas Siamesa+3
1124	Facas Siamesa+4
1125	Facas Siamesa+5
1126	Facas Siamesa+6
1127	Facas Siamesa+7
1128	Facas Siamesa+8
1129	Facas Siamesa+9
1130	Chakram Asa do Diabo+0
1131	Chakram Asa do Diabo+1
1132	Chakram Asa do Diabo+2
1133	Chakram Asa do Diabo+3
1134	Chakram Asa do Diabo+4
1135	Chakram Asa do Diabo+5
1136	Chakram Asa do Diabo+6
1137	Chakram Asa do Diabo+7
1138	Chakram Asa do Diabo+8
1139	Chakram Asa do Diabo+9
1140	Saw Tooth Knife+0
1141	Saw Tooth Knife+1
1142	Saw Tooth Knife+2
1143	Saw Tooth Knife+3
1144	Saw Tooth Knife+4
1145	Saw Tooth Knife+5
1146	Saw Tooth Knife+6
1147	Saw Tooth Knife+7
1148	Saw Tooth Knife+8
1149	Saw Tooth Knife+9
1150	Sunlight Knife+0
1151	Sunlight Knife+1
1152	Sunlight Knife+2
1153	Sunlight Knife+3
1154	Sunlight Knife+4
1155	Sunlight Knife+5
1156	Sunlight Knife+6
1157	Sunlight Knife+7
1158	Sunlight Knife+8
1159	Sunlight Knife+9
1160	Rivulet Knife+0
1161	Rivulet Knife+1
1162	Rivulet Knife+2
1163	Rivulet Knife+3
1164	Rivulet Knife+4
1165	Rivulet Knife+5
1166	Rivulet Knife+6
1167	Rivulet Knife+7
1168	Rivulet Knife+8
1169	Rivulet Knife+9
1170	Adaga Folha Negra+0
1171	Adaga Folha Negra+1
1172	Adaga Folha Negra+2
1173	Adaga Folha Negra+3
1174	Adaga Folha Negra+4
1175	Adaga Folha Negra+5
1176	Adaga Folha Negra+6
1177	Adaga Folha Negra+7
1178	Adaga Folha Negra+8
1179	Adaga Folha Negra+9
1340	Lâmina Cinco Elementos+0
1341	Lâmina Cinco Elementos+1
1342	Lâmina Cinco Elementos+2
1343	Lâmina Cinco Elementos+3
1344	Lâmina Cinco Elementos+4
1345	Lâmina Cinco Elementos+5
1346	Lâmina Cinco Elementos+6
1347	Lâmina Cinco Elementos+7
1348	Lâmina Cinco Elementos+8
1349	Lâmina Cinco Elementos+9
2000	Arco+0
2001	Arco+1
2002	Arco+2
2003	Arco+3
2004	Arco+4
2005	Arco+5
2006	Arco+6
2007	Arco+7
2008	Arco+8
2009	Arco+9
2010	Long Bow+0
2011	Long Bow+1
2012	Long Bow+2
2013	Long Bow+3
2014	Long Bow+4
2015	Long Bow+5
2016	Long Bow+6
2017	Long Bow+7
2018	Long Bow+8
2019	Dreamcatcher
2020	Composite Bow+0
2021	Composite Bow+1
2022	Composite Bow+2
2023	Composite Bow+3
2024	Composite Bow+4
2025	Composite Bow+5
2026	Composite Bow+6
2027	Composite Bow+7
2028	Composite Bow+8
2029	Composite Bow+9
2030	Battle Bow+0
2031	Battle Bow+1
2032	Battle Bow+2
2033	Battle Bow+3
2034	Battle Bow+4
2035	Battle Bow+5
2036	Battle Bow+6
2037	Battle Bow+7
2038	Battle Bow+8
2039	Battle Bow+9
2040	Horseback Long Bow+0
2041	Horseback Long Bow+1
2042	Horseback Long Bow+2
2043	Horseback Long Bow+3
2044	Horseback Long Bow+4
2045	Horseback Long Bow+5
2046	Horseback Long Bow+6
2047	Horseback Long Bow+7
2048	Horseback Long Bow+8
2049	Horseback Long Bow+9
2050	Horseback Battle Bow+0
2051	Horseback Battle Bow+1
2052	Horseback Battle Bow+2
2053	Horseback Battle Bow+3
2054	Horseback Battle Bow+4
2055	Horseback Battle Bow+5
2056	Horseback Battle Bow+6
2057	Horseback Battle Bow+7
2058	Horseback Battle Bow+8
2059	Horseback Battle Bow+9
2060	Copper Crafted Bow+0
2061	Copper Crafted Bow+1
2062	Copper Crafted Bow+2
2063	Copper Crafted Bow+3
2064	Copper Crafted Bow+4
2065	Copper Crafted Bow+5
2066	Copper Crafted Bow+6
2067	Copper Crafted Bow+7
2068	Copper Crafted Bow+8
2069	Copper Crafted Bow+9
2070	Black Ruin Bow+0
2071	Black Ruin Bow+1
2072	Black Ruin Bow+2
2073	Black Ruin Bow+3
2074	Black Ruin Bow+4
2075	Black Ruin Bow+5
2076	Black Ruin Bow+6
2077	Black Ruin Bow+7
2078	Black Ruin Bow+8
2079	Black Ruin Bow+9
2080	Red Eye Bow+0
2081	Red Eye Bow+1
2082	Red Eye Bow+2
2083	Red Eye Bow+3
2084	Red Eye Bow+4
2085	Red Eye Bow+5
2086	Red Eye Bow+6
2087	Red Eye Bow+7
2088	Red Eye Bow+8
2089	Red Eye Bow+9
2090	Thorn Leaf Bow+0
2091	Thorn Leaf Bow+1
2092	Thorn Leaf Bow+2
2093	Thorn Leaf Bow+3
2094	Thorn Leaf Bow+4
2095	Thorn Leaf Bow+5
2096	Thorn Leaf Bow+6
2097	Thorn Leaf Bow+7
2098	Thorn Leaf Bow+8
2099	Thorn Leaf Bow+9
2100	Bull's Horn Bow+0
2101	Bull's Horn Bow+1
2102	Bull's Horn Bow+2
2103	Bull's Horn Bow+3
2104	Bull's Horn Bow+4
2105	Bull's Horn Bow+5
2106	Bull's Horn Bow+6
2107	Bull's Horn Bow+7
2108	Bull's Horn Bow+8
2109	Bull's Horn Bow+9
2110	Unicorn Bow+0
2111	Unicorn Bow+1
2112	Unicorn Bow+2
2113	Unicorn Bow+3
2114	Unicorn Bow+4
2115	Unicorn Bow+5
2116	Unicorn Bow+6
2117	Unicorn Bow+7
2118	Unicorn Bow+8
2119	Unicorn Bow+9
2120	Giant Wing Bow+0
2121	Giant Wing Bow+1
2122	Giant Wing Bow+2
2123	Giant Wing Bow+3
2124	Giant Wing Bow+4
2125	Giant Wing Bow+5
2126	Giant Wing Bow+6
2127	Giant Wing Bow+7
2128	Giant Wing Bow+8
2129	Giant Wing Bow+9
2130	Divine Apricot Bow+0
2131	Divine Apricot Bow+1
2132	Divine Apricot Bow+2
2133	Divine Apricot Bow+3
2134	Divine Apricot Bow+4
2135	Divine Apricot Bow+5
2136	Divine Apricot Bow+6
2137	Divine Apricot Bow+7
2138	Divine Apricot Bow+8
2139	Divine Apricot Bow+9
2140	Arco Dragão Amarelo+0
2141	Arco Dragão Amarelo+1
2142	Arco Dragão Amarelo+2
2143	Arco Dragão Amarelo+3
2144	Arco Dragão Amarelo+4
2145	Arco Dragão Amarelo+5
2146	Arco Dragão Amarelo+6
2147	Arco Dragão Amarelo+7
2148	Arco Dragão Amarelo+8
2149	Arco Dragão Amarelo+9
2150	Arco de Armação+0
2151	Arco de Armação+1
2152	Arco de Armação+2
2153	Arco de Armação+3
2154	Arco de Armação+4
2155	Arco de Armação+5
2156	Arco de Armação+6
2157	Arco de Armação+7
2158	Arco de Armação+8
2159	Arco de Armação+9
2160	Arco gigante Diabólico+0
2161	Arco gigante Diabólico+1
2162	Arco gigante Diabólico+2
2163	Arco gigante Diabólico+3
2164	Arco gigante Diabólico+4
2165	Arco gigante Diabólico+5
2166	Arco gigante Diabólico+6
2167	Arco gigante Diabólico+7
2168	Arco gigante Diabólico+8
2169	Arco gigante Diabólico+9
2170	Arco Corvo Negro+0
2171	Arco Corvo Negro+1
2172	Arco Corvo Negro+2
2173	Arco Corvo Negro+3
2174	Arco Corvo Negro+4
2175	Arco Corvo Negro+5
2176	Arco Corvo Negro+6
2177	Arco Corvo Negro+7
2178	Arco Corvo Negro+8
2179	Arco Corvo Negro+9
2180	Arco Dragão Azul+0
2181	Arco Dragão Azul+1
2182	Arco Dragão Azul+2
2183	Arco Dragão Azul+3
2184	Arco Dragão Azul+4
2185	Arco Dragão Azul+5
2186	Arco Dragão Azul+6
2187	Arco Dragão Azul+7
2188	Arco Dragão Azul+8
2189	Arco Dragão Azul+9
2190	Ghost Crossbow+0
2191	Ghost Crossbow+1
2192	Ghost Crossbow+2
2193	Ghost Crossbow+3
2194	Ghost Crossbow+4
2195	Ghost Crossbow+5
2196	Ghost Crossbow+6
2197	Ghost Crossbow+7
2198	Ghost Crossbow+8
2199	Ghost Crossbow+9
2370	Arco de Fénix +0
2371	Arco de Fénix +1
2372	Arco de Fénix +2
2373	Arco de Fénix +3
2374	Arco de Fénix +4
2375	Arco de Fénix +5
2376	Arco de Fénix +6
2377	Arco de Fénix +7
2378	Arco de Fénix +8
2379	Arco de Fénix +9
3000	Glava+0
3001	Glava+1
3002	Glava+2
3003	Glava+3
3004	Glava+4
3005	Glava+5
3006	Glava+6
3007	Glava+7
3008	Glava+8
3009	Glava+9
3010	Spear+0
3011	Spear+1
3012	Spear+2
3013	Spear+3
3014	Spear+4
3015	Spear+5
3016	Spear+6
3017	Spear+7
3018	Spear+8
3019	Orc Slayer
3020	Guillotine Blade+0
3021	Guillotine Blade+1
3022	Guillotine Blade+2
3023	Guillotine Blade+3
3024	Guillotine Blade+4
3025	Guillotine Blade+5
3026	Guillotine Blade+6
3027	Guillotine Blade+7
3028	Guillotine Blade+8
3029	Guillotine Blade+9
3030	Spider Spear+0
3031	Spider Spear+1
3032	Spider Spear+2
3033	Spider Spear+3
3034	Spider Spear+4
3035	Spider Spear+5
3036	Spider Spear+6
3037	Spider Spear+7
3038	Spider Spear+8
3039	Spider Spear+9
3040	Gisarme+0
3041	Gisarme+1
3042	Gisarme+2
3043	Gisarme+3
3044	Gisarme+4
3045	Gisarme+5
3046	Gisarme+6
3047	Gisarme+7
3048	Gisarme+8
3049	Gisarme+9
3050	War Scythe+0
3051	War Scythe+1
3052	War Scythe+2
3053	War Scythe+3
3054	War Scythe+4
3055	War Scythe+5
3056	War Scythe+6
3057	War Scythe+7
3058	War Scythe+8
3059	War Scythe+9
3060	Battle Pitchfork+0
3061	Battle Pitchfork+1
3062	Battle Pitchfork+2
3063	Battle Pitchfork+3
3064	Battle Pitchfork+4
3065	Battle Pitchfork+5
3066	Battle Pitchfork+6
3067	Battle Pitchfork+7
3068	Battle Pitchfork+8
3069	Battle Pitchfork+9
3070	Halberd+0
3071	Halberd+1
3072	Halberd+2
3073	Halberd+3
3074	Halberd+4
3075	Halberd+5
3076	Halberd+6
3077	Halberd+7
3078	Halberd+8
3079	Halberd+9
3080	Giant Axe+0
3081	Giant Axe+1
3082	Giant Axe+2
3083	Giant Axe+3
3084	Giant Axe+4
3085	Giant Axe+5
3086	Giant Axe+6
3087	Giant Axe+7
3088	Giant Axe+8
3089	Giant Axe+9
3090	Glacial Pick+0
3091	Glacial Pick+1
3092	Glacial Pick+2
3093	Glacial Pick+3
3094	Glacial Pick+4
3095	Glacial Pick+5
3096	Glacial Pick+6
3097	Glacial Pick+7
3098	Glacial Pick+8
3099	Glacial Pick+9
3100	Twelve Spirit Sword+0
3101	Twelve Spirit Sword+1
3102	Twelve Spirit Sword+2
3103	Twelve Spirit Sword+3
3104	Twelve Spirit Sword+4
3105	Twelve Spirit Sword+5
3106	Twelve Spirit Sword+6
3107	Twelve Spirit Sword+7
3108	Twelve Spirit Sword+8
3109	Twelve Spirit Sword+9
3110	Salvation Blade+0
3111	Salvation Blade+1
3112	Salvation Blade+2
3113	Salvation Blade+3
3114	Salvation Blade+4
3115	Salvation Blade+5
3116	Salvation Blade+6
3117	Salvation Blade+7
3118	Salvation Blade+8
3119	Salvation Blade+9
3120	Lion Slayer+0
3121	Lion Slayer+1
3122	Lion Slayer+2
3123	Lion Slayer+3
3124	Lion Slayer+4
3125	Lion Slayer+5
3126	Lion Slayer+6
3127	Lion Slayer+7
3128	Lion Slayer+8
3129	Lion Slayer+9
3130	Partidário+0
3131	Partidário+1
3132	Partidário+2
3133	Partidário+3
3134	Partidário+4
3135	Partidário+5
3136	Partidário+6
3137	Partidário+7
3138	Partidário+8
3139	Partidário+9
3140	Electromagnetic Blade+0
3141	Electromagnetic Blade+1
3142	Electromagnetic Blade+2
3143	Electromagnetic Blade+3
3144	Electromagnetic Blade+4
3145	Electromagnetic Blade+5
3146	Electromagnetic Blade+6
3147	Electromagnetic Blade+7
3148	Electromagnetic Blade+8
3149	Electromagnetic Blade+9
3150	Ladrão de Almas+0
3151	Ladrão de Almas+1
3152	Ladrão de Almas+2
3153	Ladrão de Almas+3
3154	Ladrão de Almas+4
3155	Ladrão de Almas+5
3156	Ladrão de Almas+6
