VNUM	LOCALE_NAME
2132	Scorpion Archer
2133	Snake Swordman
2134	Snake Archer
2135	Desert Outlaw
2151	Strong Desert Fox
2152	Strong Dervish
2153	Strong Scorpion King
2154	Strong Scorpion Man
2155	Strong Scorpion Archer
2156	Strong Snake Swordman
2157	Strong Snake Archer
2158	Strong Desert Outlaw
2191	Giant Tortoise
2192	Dark Giant Tortoise
2201	Fighting Tiger Minion
2202	Flame Ghost
2203	Fighting Tiger
2204	Flame
2205	Flame Warrior
2206	Flame King
2207	Dark Flame King
2231	Strong Fight Tiger Slave
2232	Strong Flame Ghost
2233	Strong Fighting Tiger
2234	Strong Flame Ghost
2235	Strong Flame Warrior
2291	Red Dragon
2301	Ghost Tree
2302	Ghost Stump
2303	Dryad
2304	Ghost Willow
2305	Evil Tree
2306	Giant Ghost Tree
2307	Ghost Tree Lord
2311	Red Ghost Tree
2312	Red Ghost Stump
2313	Red Dryad
2314	Red Ghost Willow
2315	Red Evil Tree
2401	Setaou Fighter
2402	Setaou Hunter
2403	Setaou Mystic
2404	Setaou Leader
2411	Setaou Soldier
2412	Setaou Archer
2413	Setaou Magistrate
2414	Setaou Commander
2415	Setaou Commander
2431	Setaou Fighter
2432	Setaou Hunter
2433	Setaou Mystic
2434	Setaou Leader
2451	Setaou Soldier
2452	Setaou Archer
2453	Setaou Magistrate
2454	Setaou Commander
2491	Captain Yonghan
2492	General Yonghan
2493	Beran-Setaou
2494	Captain Huashin
2495	General Huashin
2501	Jellyfish of Hell
2502	Hell Hound
2503	Zombie
2504	Hell Officer
2505	Hell Guard
2506	Double-head Hell Archer
2507	Infernal Claw
2508	Hell Warrior
2509	Hell Archer
2510	Hell Spearman
2511	Hell Priest
2512	Hell Major
2513	Hell Slaughterer
2514	Hell General
2541	Evil Hell Warrior
2542	Evil Hell Archer
2543	Evil Hell Spearman
2544	Evil Hell Priest
2545	Evil Hell Major
2546	Evil Hell Slaughterer
2547	Evil Hell General
2591	Tartaros
2592	Hell Bastard
2593	Hell Bastard
2594	Hell Bastard
2595	Erebos
2596	Azrael's Spawn
2597	Charon
2598	Azrael
3001	Gnoll Warrior
3002	Gnoll Archer
3003	Gnoll Defender
3004	Gnoll Magician
3005	Gnoll General
3090	Gnoll Lord
3091	Supreme Gnoll Guard
3101	One-eyed Slugger
3102	Cyclops Soldier
3103	Cyclops Magician
3104	Cyclops Executioner
3105	General Outis
3190	Arges
3191	Polyphemos
3201	Manticore Warrior
3202	Manticore Soldier
3203	Manticore Magus
3204	Manticore Executioner
3205	General Cor
3290	Rakshasa
3291	Martyaxwar
3301	Lemures Warrior
3302	Lemures Soldier
3303	Lemures Magician
3304	Lemures Executioner
3305	Lemures General
3390	Lemures Prince
3391	Lemures Bodyguard
3401	Tritonic Moray
3402	Shark Soldier
3403	Tritonic Magician
3404	Tritonic Hunter
3405	Tritonic Slasher
3490	General Kappa
3491	Triton
3501	Red Thief Amazon
3502	Red Thief Assassin
3503	Red Thief Magician
3504	Red Thief Executioner
3505	Black General
3551	Brutal Red Thief Amazon
3552	Brut. Red Thief Assassin
3553	Brut. Red Thief Magician
3554	Brut.RedThiefExecutioner
3555	White General
3590	Bone Face
3591	Red Chief
3595	Brutal Bone Face
3596	Brutal Red Chief
3601	Crab Warrior
3602	Scorpion Marksman
3603	Shrimp Soldier
3604	Diabolical Hermit
3605	Armoured Crab
3690	General Lobster
3691	King Crab
3701	Gigantic Biter
3702	Gigantic Slaughterer
3703	Gigantic Magus
3704	Twiant
3705	Captain Hooks
3790	Gargoyle
3791	King Wubba
3801	Hangork
3802	Archie Ogre
3803	Brawl Ogre
3804	Ogre Magus
3805	General Ogg
3890	Captain Shruk
3891	The Great Ogre
3901	Willowman
3902	Eoten
3903	Skouman
3904	Captain Hooks
3905	Mu-Shu
3906	Yah-Ki
3907	Moghu
3908	Carnifex
3909	General Albus
3910	Skeletos
3911	Aku-Boku
3912	Arboretum
3913	Sycomore
4024	Serpent Head
4025	Serpent Head
4026	Serpent Head
4027	Serpent Head
4028	Soldado rata fuerte
4029	Soldado chaman
4030	White Dragon Egg
4031	Duratus
4032	Mano creepy
4033	Araña de pesadillas
4034	Zombie Putrefacto
4035	Alacran Maldito
4036	Ojo del Mal
4037	Devorador de Almas
4038	Ogro de Pesadillas
4039	Ciclope Maldito
4040	Alma en Pena
4041	NightMare First Boss
4042	NightMare Final Boss
4043	Sebastian el Comesueños
4062	Libro maldito
4063	Zombie de oro
4064	Golem con joyas
4065	Cofre trampa
4066	Guardian de las monedas
4067	Esfinge dorada
4068	Monticulo viviente
4069	Medusa
4070	Smaug el Desolador
4090	Larva de suelo
4091	Golem de cristal
4092	Alma perdida
4093	Minotauro magico
4094	Jefe orco magico
4095	Bestia Magica
4104	Luchador Elefante 
4105	Soldado Elefante
4106	Guardian Elefante
4107	Sacerdote de Ganesha
4108	Elifar
4109	Anttaac
4110	Ganesha
4111	Desert dragonfly
4111	Dragonfly Desert
4112	Desert beetle
4112	Dune Beetle
4113	Poison beetle
4113	Poison Beetle
4114	Small stone dragon
4114	Stony Dragon
4115	Lizard scout
4115	Lizard Scout
4116	Lizard fighter
4116	Lizard Fighter
4117	Lizard warrior
4117	Lizard Warrior
4118	Great lizard warrior
4118	Draconid Paladin
4119	Andur's warrior
4119	Andur Warrior
4120	Andur's shaman
4120	Andur Shaman
4121	Andur's asassin
4121	Andur Assassin
4122	Desert serpent 
4122	Naga Scout
4123	Serpent cavalry 
4123	Naga Cavalryman
4124	Serpent stalker 
4124	Serpent Fighter
4125	Serpent magician 
4125	Serpent Sorceress
4126	Serpent warrior 
4126	Serpent Warrior
4127	Desert stone golem
4127	Rock Golem
4128	Mythical golem
4128	Ancient Golem
4129	Undead mummy
4129	Mummy
4130	Dangerous undead mummy
4130	Aggressive Mummy
4131	Pharaoh's guard
4131	Pharaoh's Guard
4132	Pharaoh's priest
4132	Pharaoh's Priest
4133	Pharaoh
4133	Pharaoh
4134	Osiris
4134	Servant of Osiris
4135	Creature of Anubis
4135	Servant of Anubis
4136	Desert creature
4136	Aberration of the Desert
4137	Brutal ancient naga
4137	Ancestral Naga Leader
4138	Shade of Anubis
4138	Anubis
4140	Red Dragon
5001	Pirate Tanaka
5002	Hae-Tae
5003	Monkey
5004	Pirate Tanaka
5101	Weak Ape Soldier
5102	Weak Ape Thrower
5103	Weak Ape Fighter
5104	Weak Ape General
5111	Apesoldier
5112	Apethrower
5113	Apefighter
5114	Apegeneral
5115	Stone Ape
5116	Ape Leader
5121	Strong Ape Soldier
5122	Strong Ape Thrower
5123	Strong Ape Fighter
5124	Strong Ape General
5125	Strong Stone Ape
5126	Strong Gold Ape
5127	Strong Leader Ape
5131	Clever small Apesoldier
5132	Clever small Apethrower
5133	Clever small Apefighter
5134	Clever small Apegeneral
5141	Clever Apesoldier
5142	Clever Apethrower
5143	Clever Apefighter
5144	Clever Apegeneral
5145	Clever Stoneape
5146	Clever Apeleader
5151	Evil strong Apesoldier
5152	Evil strong Apethrower
5153	Evil strong Apefighter
5154	Evil strong Apegeneral
5155	Evil strong Stoneape
5156	Evil strong Goldape
5157	Evil strong Apeleader
5161	Rock Ape
5162	Walking Ape
5163	Ape Lord
5201	Wild Dog
5202	Wild Boar
5203	Red Wild Boar
5204	Bear
5205	Brown Bear
5206	Black Bear
5207	Hungry Brown Bear
5208	Tiger
5209	White Tiger
6001	Ember Flame Ghost
6002	Ember Flame Tiger
6003	Ember Flame
6004	Ember Flame Warrior
6005	Ember Flame King
6006	Ember Flame Troll
6007	Ember Flame Beard
6008	Ember Flame General
6009	Ember Flame Chieftain
6051	Ignitor
6091	Razador
6101	Frost Crystal
6102	Frost Bug
6103	Frost Man
6104	Frost Yeti
6105	Frost Golem
6106	Frost Troll
6107	Frost Beard
6108	Frost General
6109	Frost Lord
6110	Magma Yeti
6111	Magma Golem
6112	Magma Bug
6113	Magma Man
6114	Magma Crystal
6115	Magma Wyvern
6116	Dragon Watcher Idall
6117	Idall's Minion
6118	Dragon Statue
6151	Szel
6191	Nemere
6192	Jotun Thrym
6193	Dragon Queen Meley
6201	Magma Yeti
6202	Magma Golem
6203	Magma Bug
6204	Magma Man
6205	Magma Crystal
6206	Magma Wyvern
6207	Dragon Watcher Idall
6209	Dragon Statue
6220	Frost Magician
6221	Lord of the Ice
6222	Magma Yeti
6223	Lava Golem
6224	Magma Bug
6225	Magma Golem
6226	Burning Crystal
6227	Magma Dragonfly
6228	Flame Guardian
6229	Dragon Executioner
6230	Dragon Statue
6231	Meley Dragon Queen
6301	Ochao Warrior
6302	Ochao Soldier
6303	Ochao Magician
6304	Ochao Executioner
6305	Ochao General
6306	Strong Ochao Warrior
6307	Strong Ochao Soldier
6308	Strong Ochao Magician
6309	Strong Ochao Executioner
6310	Strong Ochao General
6311	Ochao Bodyguard
6390	Ochao Lord
6391	Ochao Lord
6392	Ochao Bodyguard
6393	Strong Ochao Lord
6394	Strong Ochao Bodyguard
6400	En-Tai Guardian
6401	En-Tai Warrior
6402	En-Tai Soldier
6403	En-Tai Druid
6404	En-Tai Healer
6405	En-Tai Guardian
6406	En-Tai Destroyer
6407	En-Tai Sovereign
6408	Bagjanamu
6409	Ochao Healer
6410	Strong En-Tai Warrior
6411	Strong En-Tai Soldier
6412	Strong En-Tai Druid
6413	Strong En-Tai Healer
6414	Strong En-Tai Destroyer
6415	Event Beran-Setaou
6416	Event Nemere
6417	Event Razador
6418	Event Jotun Thrym
6419	Event Red Dragon
6420	Shadow Warrior
6421	Baashido
6422	Metin of Agony
6500	Dragon King Akzadur
6501	Dragon King Nafaroth
6502	Dragon King Exedyar
6503	Dragon King Ruilith
6504	Tyolduran
6513	Dragon Portal
6514	To Dragon King
6515	Exit
6601	Red Dragon
6602	RX: Blue Dragon
6603	Duratus Infernal
6604	Reina Babosa Infernal
6605	RX: Nemere
6606	RX: Razador
6607	Bestia Mag. Infernal
6608	Jaldabaoth
6609	Jaldabaoth Infernal
6686	Jin Bing
6687	Soldier Ki
6688	Soldier Mao
6689	Soldier Gong
6690	Frontline Mage
6691	Kao
6692	King Bao (Quest)
6693	Jin Bing
6694	Soldier Ki
6695	Soldier Mao
6696	Soldier Gong
6697	Frontline Mage
6698	Kao
6699	King Bao
6700	Hell Hound
6701	Troll Soldier
6702	Troll Warrior
6703	Troll Archer
6704	Troll Shaman
6705	Natanan
6706	Argos
6707	Troll Soldier
6708	Troll Warrior
6709	Troll Archer
6710	Mistreated Ghost
6711	Hell Hound
6712	Troll Soldier
6713	Troll Warrior
6714	Troll Archer
6715	Troll Shaman
6716	Natanan
6717	Argos
6718	Quag Kovix
6719	Quag Worker
6720	Quag Golem
6721	Quag Warrior
6722	Quag Sorcerer
6723	Quag Veteran
6724	Quag Primus
6725	Quag Kovix
6726	Quag Worker
6727	Quag Golem
6728	Quag Warrior
6729	Quag Sorcerer
6730	Quag Veteran
6731	Quag Primus
6744	Kappa Soldier
6745	Kappa Worker
6746	Kappa Soldier
6747	Kappa Wizard
6748	Kappa Hunter
6749	Mighty Kappa
6750	Serpent Scorpion
6751	Serpent Worker
6752	Serpent Kappa
6753	Serpent Soldier
6754	Serpent Ascetic
6755	Mighty Serpent Warrior
6756	Serpent Queen Nethis
6757	Serpent Pillar
6758	Tainted Soldier
6759	Tainted Skirmisher
6760	Tainted Warrior
6761	Tainted Monk
6762	Tainted General
6763	Tainted Chief
6764	Tainted War Chief
6765	Mighty Serpent Warrior
6770	Frozen Fox
6771	Frozen Scout
6772	Frozen Warrior
6773	Frozen Hunter
6774	Frozen General
6775	Frozen Chief
6776	Frozen War Chief
6777	Frenzied Frost Deer
6778	Frenzied Snow Leopard
6779	Northwind Yeti
6780	Northwind Ghost
6781	Northwind Golem
6782	Bigfoot
6783	Northwind War Chief
6784	Northwind Sh. Soldier
6785	Shelter Skirmisher
6786	Northwind Sh. Warrior
6787	Northwind Sh. Warlock
6788	Northwind Sh. General
6789	Northwind Sh. War Chief
6790	Dark Alastor
6791	Alastor
6792	Northwind Sh. Soldier
6793	Shelter Skirmisher
6794	Northwind Sh. Warrior
6795	Northwind Sh. Warlock
6796	Northwind Sh. General
6797	Northwind Sh. War Chief
6801	Mástil
6802	Kappa Leader
6803	Kappa
6804	Kappa
6805	Kappa
6806	Newt Snake
6807	Newt Viper
6808	Mini Hydra
6809	Newt Mermaid
6810	Hydra
6811	Hydra
6812	Hydra
6850	Serpent Scorpion
6851	Serpent Worker
6852	Serpent Kappa
6853	Serpent Soldier
6854	Serpent Butcher
6855	Mighty Serpent Warrior
6856	Serpent Queen Nethis
6860	Sword Fighter Jin
6861	Spearmaster Ki
6862	Spearmaster Mao
6863	Archer Gong
6864	Sword Fighter Kao
6865	Sword Fighter Jin
6866	Spearmaster Ki
6867	Spearmaster Mao
6868	Archer Gong
6869	Sword Fighter Kao
6870	Mysterious Monk
6871	Mysterious Monk
6875	Tainted Soldier
6876	Tainted Skirmisher
6877	Tainted Warrior
6878	Tainted Monk
6879	Tainted General
6880	Tainted Chief
6881	Tainted War Chief
6882	Soulless Fox
6883	Frozen Scout
6884	Frozen Warrior
6885	Frozen Hunter
6886	Frozen General
6887	Frozen Chief
6888	Frozen War Chief
6889	Cursed Frost Deer
6890	Frenzied Snow Leopard
6891	Northwind Yeti
6892	Northwind Ghost
6893	Northwind Golem
6894	Bigfoot
6895	Northwind War Chief
7001	Apesoldier
7002	Aperider
7003	Gimu Apesoldier
7004	Ape Commander
7005	Stone Ape
7006	Gold Ape
7007	Ape General
7008	Tu-Gui Worker
7009	Tu-Gui Soldier Tester
7010	Tu-Gui White Commander
7012	Bi-Ma-Gui-An
7013	Scorpion King
7014	Smart Scorpion Man
7015	Scorpion Archer
7016	Snake Swordfighter
7017	Snake Archer
7018	Desert Outlaw
7019	Tu-Ji Soldier
7020	Hwa-ryung
7021	Tu-Ji Bum
7022	Cham-Ma
7023	Teawha-Mu
7024	Juk-gui
7025	Dung-Juk
7026	Juk-Mok
7027	Hwaryu Juk
7028	Black Juk-Guimok
7029	Ice Devil
7030	Icehorn Killer Whale
7031	Ice Bug
7032	Seol-Gu
7033	Ice Man
7034	Ice Giant
7035	Ice Golem
7036	Ice Devil
7037	Icehorn Killer Whale
7038	Ice Bug
7039	Seol-Gu
7040	Ice Man
7041	Ice Giant
7042	Ice Golem
7043	Ice Devil
7044	Icehorn Killer Whale
7045	Ice Bug
7046	Seol-Gu
7047	Ice Man
7048	Ice Giant
7049	Ice Golem
7050	Desert Flying Eye
7051	King Scorpion
7052	Young Scorpion Man
7053	Scorpion Archer
7054	Snake Swordsman
7055	Snake Archer
7056	Desert Outlaw
7057	Desert Flying Eye
7058	King Scorpion
7059	Young Scorpion Man
7060	Scorpion Archer
7061	Snake Swordsman
7062	Snake Archer
7063	Desert Outlaw
7064	Desert Flying Eye
7065	King Scorpion
7066	Young Scorpion Man
7067	Scorpion Archer
7068	Snake Swordsman
7069	Snake Archer
7070	Desert Outlaw
7071	Fighting Tiger Minion
7072	Flame Ghost
7073	Fighting Tiger
7074	Flame
7075	Flame Warrior
7076	Fighting Tiger Minion
7077	Flame Ghost
7078	Fighting Tiger
7079	Flame
7080	Flame Warrior
7081	Fighting Tiger Minion
7082	Flame Ghost
7083	Fighting Tiger
7084	Flame
7085	Flame Warrior
7086	Ghost Stump
7087	Dryad
7088	Ghost Willow
7089	Evil Tree
7090	Ghost Stump
7091	Dryad
7092	Ghost Willow
7093	Evil Tree
7094	Ghost Stump
7095	Dryad
7096	Ghost Willow
7101	Cannon
7102	Cannon
7103	Arrowtide Ballista
7104	Arrowtide Ballista
7105	Tower
7106	Hearth
7107	Hearth
7108	Hearth
7109	Hearth
7110	Hearth
7111	Hearth
7112	Hearth
7113	Cheeta
7114	Kraton
7115	Charly
7116	Nini
7117	Zulu
7118	Monkey Warrior Deka
7119	Monkey Warrior Oba
7120	King Keung
7121	Kiros
7122	Manchu
7123	Sgok
7124	Indrik
8001	Metin of Sorrow
8002	Metin of Combat
8003	Metin of Battle
8004	Metin of Greed
8005	Metin of Black
8006	Metin of Darkness
8007	Metin of Jealousy
8008	Metin of Soul
8009	Metin of Shadow
8010	Metin of Toughness
8011	Metin of Devil
8012	Metin of Fall
8013	Metin of Death
8014	Metin of Murder
8015	Metin of Toughness
8016	Metin of Devil
8017	Metin of Fall
8018	Metin of Death
8019	Metin of Murder
8020	Shinsoo Rock
8021	Jinno Rock
8022	Chunjo Rock
8023	Emperor Rock
8024	Metin Pung-Ma
8025	Metin Ma-An
8026	Metin Tu-Young
8027	Metin Jeon-Un
8031	Metin of the Mountain
8032	Metin of Vengeance
8033	Metin of Solitude
8034	Metin of Arrogance
8035	Metin of Redemption
8036	Metin of Treason
8037	Metin of Resentment
8038	Metin of Retribution
8039	Metin of Pride
8040	Metin of Malevolence
8041	Easter Metin
8042	Easter Metin
8043	Easter Metin
8044	Easter Metin
8045	Easter Metin
8046	Easter Metin
8047	Easter Metin
8048	Easter Metin
8049	Easter Metin
8050	Easter Metin
8051	Metin of Gloom
8052	Metin of Ember
8053	Metin of Vanity
8054	Metin of Wrath
8055	Metin of Calamity
8056	Metin of Malice
8057	Purgatory Fire Metin
8058	Metin of Cold
8059	Metin of the Tree Beings
8060	Pumpkin Metin
8061	Metin of the Forests
8062	Metin of Combat
8063	Metin of Battle
8064	Metin of Greed
8065	Metin of Black
8066	Metin of Darkness
8067	Metin of Jealousy
8068	Fire-Snake Metin
8069	Ice-Snake Metin
8070	Wind-Snake Metin
8071	Earth-Snake Metin
8072	W. Dragonegg(easy)
8073	W. Dragonegg (hard)
8075	Time-Snake Metin
8100	Desert Outlaw
8101	Metin of Soul
8102	Metin of Shadow
8103	Metin of Toughness
8104	Metin of Devil
8105	Metin of Fall
8106	Metin of Death
8107	Metin of Murder
8108	Metin of the Moon
8109	Chocolate Metin Stone
8110	Chocolate Metin Stone
8111	Metin of Illumination
8112	Wild Dog
8113	Wild Boar
8114	Bear
8115	White Tiger
8116	Esoteric Tormentor
8200	Black Giant Orc
8201	Tree Frog Leader
8203	Esoteric Summoner
8430	Metin pegajoso
8444	Duratus metin
8445	Roca de Pesadillas
8446	Metin Ocular
8447	Huevo Comesueños
8452	Metin de oro
8453	Metin de tesoros
8454	Rana dorada
8460	Piedra Metin magica
8468	Roca de Ganesha
8469	Desert stone
8469	Desert Metin
8470	Thorn stone
8470	Metin of Thorns
8471	Mummy stone
8471	Mummified Metin
8501	Flame Warrior
8502	Ice Golem
8503	?????
8504	?????
8505	?????
8506	?????
8507	????
8508	????
8509	??
8510	??
8511	±¸¹ÌÈ£
8600	?????
8601	?????
8602	?????
8603	?????
8604	????
8605	????
8606	??
8607	??
8608	±¸¹ÌÈ£
8609	±¸¹ÌÈ£
8610	´©··Åõ¹ü±i
8611	´©··Åõ¹ü±i
8612	????
8613	????
8614	??????
8615	??????
8616	Billy Loomis
8617	Jack Torrance
8618	Chucky
8619	Zep Hindle
8620	Jason
8621	Michael Myers
8622	Freddy Krueger
8623	Leatherface
8625	War Outpost I
8626	War Outpost II
8627	Serpent Outpost
8630	Fire Serpent Metin
8631	Ice Serpent Metin
8632	Wind Serpent Metin
8633	Earth Serpent Metin
8634	Time Serpent Metin
8635	White Dragon Egg (easy)
8636	White Dragon Egg (hard)
9001	Weapon Store
9002	Armour Store
9003	General Store
9004	Object Store
9005	Store Manager
9006	Old Lady
9007	Weapon Store
9008	Accessory Store
9009	Fisher
9010	Ramadan vendor
9011	BattlePass Shop
9012	Teleporter
9013	Volcanic Rock
9014	Ancient Statue
9015	Helm
9016	Force Field
9017	Wooden Pilar
9018	Hydra Chest
9035	Monk Milbon
9236	Guardian de Babosas
9237	Pilar de sello
9238	Liquido de babosa
9264	Caja con explosivos
9267	Ore Master
9268	Puerta
9269	Monumento Duratus
9271	Muro
9272	Puerta de Metal
9273	Cañon
